county,date,cases
40272,2020/08/23,1215.38
40272,2020/08/30,1401.76
40272,2020/09/06,1451.63
40272,2020/09/13,1504.13
40272,2020/09/20,1593.38
40272,2020/09/27,1756.14
40272,2020/10/04,1916.26
40272,2020/10/11,2063.26
40272,2020/10/18,2286.39
40272,2020/10/25,2522.64
40272,2020/11/01,2806.14
40272,2020/11/08,3223.52
40272,2020/11/15,3724.9
40272,2020/11/22,4147.53
40272,2020/11/29,4622.65
40272,2020/12/06,4982.28
40272,2020/12/13,5271.03
40272,2020/12/20,5517.78
40272,2020/12/27,5874.79
40272,2021/01/03,6307.91
40272,2021/01/10,6769.92
40272,2021/01/17,7098.04
40272,2021/01/24,7541.67
40272,2021/01/31,7875.05
40272,2021/02/07,8171.68
40272,2021/02/14,8352.8
40272,2021/02/21,8549.68
40272,2021/02/28,8699.3
40272,2021/03/07,8822.68
40272,2021/03/14,8951.31
40272,2021/03/21,9056.31
40272,2021/03/28,9129.81
40272,2021/04/04,9184.93
40272,2021/04/11,9250.56
40272,2021/04/18,9313.56
40272,2021/04/25,9410.68
40272,2021/05/02,9539.31
40272,2021/05/09,9583.93
40272,2021/05/16,9636.44
40272,2021/05/23,9660.06
40272,2021/05/30,9678.44
40272,2021/06/06,9691.56
40272,2021/06/13,9712.56
40272,2021/06/20,9738.81
40272,2021/06/27,9757.19
40272,2021/07/04,9775.56
40272,2021/07/11,9822.81
40272,2021/07/18,9906.81
40272,2021/07/25,10140.44
40272,2021/08/01,10400.32
40272,2021/08/08,10715.32
40272,2021/08/15,11219.32
40272,2021/08/22,11773.2
40272,2021/08/29,12413.7
40272,2021/09/05,12878.33
40272,2021/09/12,13424.33
40272,2021/09/19,13752.46
40272,2021/09/26,14432.34
40272,2021/10/03,14923.22
40272,2021/10/10,15269.72
40272,2021/10/17,15511.22
40217,2020/04/26,0
40217,2020/05/03,0
40217,2020/05/10,0
40217,2020/05/17,0
40217,2020/05/24,15.79
40217,2020/05/31,363.06
40217,2020/06/07,394.63
40217,2020/06/14,410.42
40217,2020/06/21,426.2
40217,2020/06/28,449.88
40217,2020/07/05,497.24
40217,2020/07/12,544.59
40217,2020/07/19,678.77
40217,2020/07/26,773.48
40217,2020/08/02,820.84
40217,2020/08/09,978.69
40217,2020/08/16,1428.57
40217,2020/08/23,1657.46
40217,2020/08/30,1862.67
40217,2020/09/06,1973.16
40217,2020/09/13,2099.45
40217,2020/09/20,2233.62
40217,2020/09/27,2399.37
40217,2020/10/04,2478.3
40217,2020/10/11,2667.72
40217,2020/10/18,2857.14
40217,2020/10/25,3133.39
40217,2020/11/01,3472.77
40217,2020/11/08,4041.04
40217,2020/11/15,4522.49
40217,2020/11/22,4853.99
40217,2020/11/29,5367.01
40217,2020/12/06,5824.78
40217,2020/12/13,6124.7
40217,2020/12/20,6322.02
40217,2020/12/27,6700.87
40217,2021/01/03,7158.64
40217,2021/01/10,7490.13
40217,2021/01/17,7853.2
40217,2021/01/24,8224.15
40217,2021/01/31,8437.25
40217,2021/02/07,8674.03
40217,2021/02/14,8847.67
40217,2021/02/21,9013.42
40217,2021/02/28,9068.67
40217,2021/03/07,9171.27
40217,2021/03/14,9289.66
40217,2021/03/21,9368.59
40217,2021/03/28,9486.98
40217,2021/04/04,9589.58
40217,2021/04/11,9644.83
40217,2021/04/18,9692.19
40217,2021/04/25,9771.11
40217,2021/05/02,9810.58
40217,2021/05/09,9889.5
40217,2021/05/16,9936.86
40217,2021/05/23,9984.21
40217,2021/05/30,10000
40217,2021/06/06,10023.68
40217,2021/06/13,10039.46
40217,2021/06/20,10078.93
40217,2021/06/27,10094.71
40217,2021/07/04,10102.6
40217,2021/07/11,10126.28
40217,2021/07/18,10205.21
40217,2021/07/25,10299.92
40217,2021/08/01,10465.67
40217,2021/08/08,10647.2
40217,2021/08/15,10899.76
40217,2021/08/22,11223.36
40217,2021/08/29,11539.07
40217,2021/09/05,11846.88
40217,2021/09/12,12296.76
40217,2021/09/19,12580.9
40217,2021/09/26,12943.96
40217,2021/10/03,13172.85
40217,2021/10/10,13346.49
40217,2021/10/17,13441.2
40059,2020/04/26,0
40059,2020/05/03,0
40059,2020/05/10,0
40059,2020/05/17,0
40059,2020/05/24,5.03
40059,2020/05/31,497.84
40059,2020/06/07,543.1
40059,2020/06/14,583.32
40059,2020/06/21,608.47
40059,2020/06/28,643.67
40059,2020/07/05,678.87
40059,2020/07/12,754.3
40059,2020/07/19,864.93
40059,2020/07/26,1010.76
40059,2020/08/02,1121.39
40059,2020/08/09,1196.82
40059,2020/08/16,1287.34
40059,2020/08/23,1362.77
40059,2020/08/30,1448.26
40059,2020/09/06,1528.71
40059,2020/09/13,1639.34
40059,2020/09/20,1719.8
40059,2020/09/27,1820.38
40059,2020/10/04,1890.78
40059,2020/10/11,1981.29
40059,2020/10/18,2117.07
40059,2020/10/25,2303.13
40059,2020/11/01,2453.99
40059,2020/11/08,2690.33
40059,2020/11/15,2946.8
40059,2020/11/22,3288.75
40059,2020/11/29,3630.69
40059,2020/12/06,3947.5
40059,2020/12/13,4103.39
40059,2020/12/20,4254.25
40059,2020/12/27,4455.4
40059,2021/01/03,4832.55
40059,2021/01/10,5184.55
40059,2021/01/17,5441.01
40059,2021/01/24,5632.1
40059,2021/01/31,5833.25
40059,2021/02/07,5918.74
40059,2021/02/14,5994.17
40059,2021/02/21,6069.6
40059,2021/02/28,6134.97
40059,2021/03/07,6195.31
40059,2021/03/14,6305.94
40059,2021/03/21,6346.17
40059,2021/03/28,6386.4
40059,2021/04/04,6401.49
40059,2021/04/11,6421.6
40059,2021/04/18,6441.72
40059,2021/04/25,6486.98
40059,2021/05/02,6542.29
40059,2021/05/09,6572.46
40059,2021/05/16,6582.52
40059,2021/05/23,6592.58
40059,2021/05/30,6597.61
40059,2021/06/06,6607.66
40059,2021/06/13,6607.66
40059,2021/06/20,6612.69
40059,2021/06/27,6632.81
40059,2021/07/04,6647.89
40059,2021/07/11,6673.04
40059,2021/07/18,6748.47
40059,2021/07/25,6838.98
40059,2021/08/01,6989.84
40059,2021/08/08,7150.76
40059,2021/08/15,7392.14
40059,2021/08/22,7734.08
40059,2021/08/29,8071
40059,2021/09/05,8267.12
40059,2021/09/12,8513.53
40059,2021/09/19,8684.5
40059,2021/09/26,8930.91
40059,2021/10/03,9116.97
40059,2021/10/10,9217.54
40059,2021/10/17,9292.97
40208,2020/04/26,0
40208,2020/05/03,0
40208,2020/05/10,0
40208,2020/05/17,6.24
40208,2020/05/24,12.47
40208,2020/05/31,255.67
40208,2020/06/07,311.8
40208,2020/06/14,336.74
40208,2020/06/21,367.92
40208,2020/06/28,386.63
40208,2020/07/05,517.59
40208,2020/07/12,561.24
40208,2020/07/19,642.3
40208,2020/07/26,723.37
40208,2020/08/02,885.51
40208,2020/08/09,1172.36
40208,2020/08/16,1334.5
40208,2020/08/23,1527.81
40208,2020/08/30,1708.66
40208,2020/09/06,1839.61
40208,2020/09/13,2020.45
40208,2020/09/20,2232.48
40208,2020/09/27,2562.98
40208,2020/10/04,2743.83
40208,2020/10/11,2905.96
40208,2020/10/18,3136.69
40208,2020/10/25,3479.67
40208,2020/11/01,3648.04
40208,2020/11/08,4053.38
40208,2020/11/15,4433.77
40208,2020/11/22,4683.21
40208,2020/11/29,5007.48
40208,2020/12/06,5275.63
40208,2020/12/13,5487.65
40208,2020/12/20,5631.08
40208,2020/12/27,5861.81
40208,2021/01/03,6080.07
40208,2021/01/10,6323.27
40208,2021/01/17,6597.66
40208,2021/01/24,6872.04
40208,2021/01/31,7052.88
40208,2021/02/07,7327.26
40208,2021/02/14,7420.8
40208,2021/02/21,7564.23
40208,2021/02/28,7639.06
40208,2021/03/07,7732.6
40208,2021/03/14,7807.43
40208,2021/03/21,7869.79
40208,2021/03/28,7894.74
40208,2021/04/04,7944.62
40208,2021/04/11,8019.46
40208,2021/04/18,8069.34
40208,2021/04/25,8088.05
40208,2021/05/02,8131.7
40208,2021/05/09,8181.59
40208,2021/05/16,8206.54
40208,2021/05/23,8237.72
40208,2021/05/30,8250.19
40208,2021/06/06,8287.6
40208,2021/06/13,8331.25
40208,2021/06/20,8349.96
40208,2021/06/27,8424.79
40208,2021/07/04,8462.21
40208,2021/07/11,8499.63
40208,2021/07/18,8574.46
40208,2021/07/25,8655.53
40208,2021/08/01,8836.37
40208,2021/08/08,9048.39
40208,2021/08/15,9322.77
40208,2021/08/22,9790.47
40208,2021/08/29,10083.56
40208,2021/09/05,10339.24
40208,2021/09/12,10569.97
40208,2021/09/19,10794.46
40208,2021/09/26,11087.55
40208,2021/10/03,11274.63
40208,2021/10/10,11449.24
40208,2021/10/17,11492.89
40225,2020/04/26,0
40225,2020/05/03,0
40225,2020/05/10,0
40225,2020/05/17,0
40225,2020/05/24,0
40225,2020/05/31,0
40225,2020/06/07,0
40225,2020/06/14,0
40225,2020/06/21,0
40225,2020/06/28,0
40225,2020/07/05,0
40225,2020/07/12,0
40225,2020/07/19,0
40225,2020/07/26,0
40225,2020/08/02,0
40225,2020/08/09,0
40225,2020/08/16,0
40225,2020/08/23,0
40225,2020/08/30,0
40225,2020/09/06,0
40225,2020/09/13,0
40225,2020/09/20,0
40225,2020/09/27,0
40225,2020/10/04,0
40225,2020/10/11,0
40225,2020/10/18,0
40225,2020/10/25,0
40225,2020/11/01,0
40225,2020/11/08,0
40225,2020/11/15,0
40225,2020/11/22,0
40225,2020/11/29,0
40225,2020/12/06,0
40225,2020/12/13,0
40225,2020/12/20,0
40225,2020/12/27,0
40225,2021/01/03,0
40225,2021/01/10,0
40225,2021/01/17,0
40225,2021/01/24,0
40225,2021/01/31,0
40225,2021/02/07,0
40225,2021/02/14,0
40225,2021/02/21,0
40225,2021/02/28,0
40225,2021/03/07,0
40225,2021/03/14,0
40225,2021/03/21,0
40225,2021/03/28,0
40225,2021/04/04,0
40225,2021/04/11,0
40225,2021/04/18,0
40225,2021/04/25,0
40225,2021/05/02,0
40225,2021/05/09,0
40225,2021/05/16,0
40225,2021/05/23,0
40225,2021/05/30,0
40225,2021/06/06,0
40225,2021/06/13,0
40225,2021/06/20,0
40225,2021/06/27,0
40225,2021/07/04,0
40225,2021/07/11,0
40225,2021/07/18,0
40225,2021/07/25,0
40225,2021/08/01,0
40225,2021/08/08,0
40225,2021/08/15,0
40225,2021/08/22,0
40225,2021/08/29,0
40225,2021/09/05,0
40225,2021/09/12,0
40225,2021/09/19,0
40225,2021/09/26,0
40225,2021/10/03,0
40225,2021/10/10,0
40225,2021/10/17,0
40229,2020/04/26,0
40229,2020/05/03,0
40229,2020/05/10,0
40229,2020/05/17,5.09
40229,2020/05/24,7.64
40229,2020/05/31,267.25
40229,2020/06/07,297.79
40229,2020/06/14,346.15
40229,2020/06/21,358.88
40229,2020/06/28,386.88
40229,2020/07/05,414.87
40229,2020/07/12,455.6
40229,2020/07/19,570.13
40229,2020/07/26,692.31
40229,2020/08/02,845.02
40229,2020/08/09,946.83
40229,2020/08/16,1071.55
40229,2020/08/23,1186.08
40229,2020/08/30,1272.62
40229,2020/09/06,1343.89
40229,2020/09/13,1399.88
40229,2020/09/20,1486.42
40229,2020/09/27,1570.41
40229,2020/10/04,1697.68
40229,2020/10/11,1860.57
40229,2020/10/18,2089.64
40229,2020/10/25,2369.62
40229,2020/11/01,2616.51
40229,2020/11/08,3016.11
40229,2020/11/15,3405.53
40229,2020/11/22,3845.86
40229,2020/11/29,4286.19
40229,2020/12/06,4667.97
40229,2020/12/13,4986.13
40229,2020/12/20,5273.74
40229,2020/12/27,5586.81
40229,2021/01/03,6027.13
40229,2021/01/10,6439.46
40229,2021/01/17,6767.8
40229,2021/01/24,7065.59
40229,2021/01/31,7256.48
40229,2021/02/07,7442.29
40229,2021/02/14,7589.91
40229,2021/02/21,7729.9
40229,2021/02/28,7864.8
40229,2021/03/07,7984.42
40229,2021/03/14,8078.6
40229,2021/03/21,8160.04
40229,2021/03/28,8259.31
40229,2021/04/04,8325.49
40229,2021/04/11,8409.48
40229,2021/04/18,8460.38
40229,2021/04/25,8539.29
40229,2021/05/02,8618.19
40229,2021/05/09,8707.27
40229,2021/05/16,8793.81
40229,2021/05/23,8847.26
40229,2021/05/30,8872.71
40229,2021/06/06,8915.98
40229,2021/06/13,8923.62
40229,2021/06/20,8936.34
40229,2021/06/27,8964.34
40229,2021/07/04,8979.61
40229,2021/07/11,9045.79
40229,2021/07/18,9142.51
40229,2021/07/25,9287.59
40229,2021/08/01,9486.12
40229,2021/08/08,9778.82
40229,2021/08/15,10117.34
40229,2021/08/22,10702.74
40229,2021/08/29,11272.88
40229,2021/09/05,11817.56
40229,2021/09/12,12476.77
40229,2021/09/19,12906.92
40229,2021/09/26,13393.06
40229,2021/10/03,13779.94
40229,2021/10/10,14054.82
40229,2021/10/17,14266.08
40212,2020/04/26,0
40212,2020/05/03,0
40212,2020/05/10,0
40212,2020/05/17,17.96
40212,2020/05/24,23.95
40212,2020/05/31,365.27
40212,2020/06/07,389.22
40212,2020/06/14,413.17
40212,2020/06/21,443.11
40212,2020/06/28,473.05
40212,2020/07/05,514.97
40212,2020/07/12,562.87
40212,2020/07/19,712.57
40212,2020/07/26,856.29
40212,2020/08/02,1047.9
40212,2020/08/09,1257.49
40212,2020/08/16,1401.2
40212,2020/08/23,1491.02
40212,2020/08/30,1622.75
40212,2020/09/06,1694.61
40212,2020/09/13,1730.54
40212,2020/09/20,1844.31
40212,2020/09/27,1940.12
40212,2020/10/04,2065.87
40212,2020/10/11,2203.59
40212,2020/10/18,2341.32
40212,2020/10/25,2568.86
40212,2020/11/01,2778.44
40212,2020/11/08,3167.66
40212,2020/11/15,3508.98
40212,2020/11/22,3736.53
40212,2020/11/29,4047.9
40212,2020/12/06,4383.23
40212,2020/12/13,4550.9
40212,2020/12/20,4748.5
40212,2020/12/27,4922.16
40212,2021/01/03,5263.47
40212,2021/01/10,5514.97
40212,2021/01/17,5754.49
40212,2021/01/24,5994.01
40212,2021/01/31,6137.72
40212,2021/02/07,6323.35
40212,2021/02/14,6425.15
40212,2021/02/21,6574.85
40212,2021/02/28,6664.67
40212,2021/03/07,6760.48
40212,2021/03/14,6832.34
40212,2021/03/21,6904.19
40212,2021/03/28,6928.14
40212,2021/04/04,7000
40212,2021/04/11,7113.77
40212,2021/04/18,7251.5
40212,2021/04/25,7377.25
40212,2021/05/02,7485.03
40212,2021/05/09,7586.83
40212,2021/05/16,7700.6
40212,2021/05/23,7790.42
40212,2021/05/30,7802.4
40212,2021/06/06,7838.32
40212,2021/06/13,7862.28
40212,2021/06/20,7880.24
40212,2021/06/27,7892.22
40212,2021/07/04,7922.16
40212,2021/07/11,8023.95
40212,2021/07/18,8113.77
40212,2021/07/25,8287.43
40212,2021/08/01,8622.75
40212,2021/08/08,9011.98
40212,2021/08/15,9544.91
40212,2021/08/22,10161.68
40212,2021/08/29,10700.6
40212,2021/09/05,11203.59
40212,2021/09/12,11760.48
40212,2021/09/19,12131.74
40212,2021/09/26,12670.66
40212,2021/10/03,13257.49
40212,2021/10/10,13550.9
40212,2021/10/17,13802.4
40223,2020/04/26,0
40223,2020/05/03,0
40223,2020/05/10,0
40223,2020/05/17,17.13
40223,2020/05/24,34.25
40223,2020/05/31,231.19
40223,2020/06/07,269.73
40223,2020/06/14,299.7
40223,2020/06/21,325.38
40223,2020/06/28,355.35
40223,2020/07/05,419.57
40223,2020/07/12,509.48
40223,2020/07/19,603.67
40223,2020/07/26,732.11
40223,2020/08/02,847.71
40223,2020/08/09,1023.25
40223,2020/08/16,1130.28
40223,2020/08/23,1250.16
40223,2020/08/30,1357.19
40223,2020/09/06,1421.42
40223,2020/09/13,1537.01
40223,2020/09/20,1626.92
40223,2020/09/27,1798.18
40223,2020/10/04,1922.34
40223,2020/10/11,2072.18
40223,2020/10/18,2329.07
40223,2020/10/25,2585.95
40223,2020/11/01,2821.42
40223,2020/11/08,3236.72
40223,2020/11/15,3587.79
40223,2020/11/22,3943.14
40223,2020/11/29,4349.87
40223,2020/12/06,4778.01
40223,2020/12/13,5094.83
40223,2020/12/20,5381.68
40223,2020/12/27,5694.22
40223,2021/01/03,6079.55
40223,2021/01/10,6426.34
40223,2021/01/17,6875.88
40223,2021/01/24,7196.99
40223,2021/01/31,7423.9
40223,2021/02/07,7663.66
40223,2021/02/14,7847.75
40223,2021/02/21,7971.91
40223,2021/02/28,8070.39
40223,2021/03/07,8143.17
40223,2021/03/14,8241.64
40223,2021/03/21,8378.64
40223,2021/03/28,8464.27
40223,2021/04/04,8601.28
40223,2021/04/11,8674.06
40223,2021/04/18,8751.12
40223,2021/04/25,8823.91
40223,2021/05/02,8862.44
40223,2021/05/09,8909.53
40223,2021/05/16,8969.47
40223,2021/05/23,9008.01
40223,2021/05/30,9012.29
40223,2021/06/06,9029.41
40223,2021/06/13,9050.82
40223,2021/06/20,9085.07
40223,2021/06/27,9102.2
40223,2021/07/04,9136.45
40223,2021/07/11,9196.39
40223,2021/07/18,9252.04
40223,2021/07/25,9341.95
40223,2021/08/01,9500.36
40223,2021/08/08,9761.53
40223,2021/08/15,10104.04
40223,2021/08/22,10506.49
40223,2021/08/29,10887.53
40223,2021/09/05,11225.76
40223,2021/09/12,11688.14
40223,2021/09/19,11957.87
40223,2021/09/26,12317.51
40223,2021/10/03,12514.45
40223,2021/10/10,12655.73
40223,2021/10/17,12792.74
40204,2020/04/26,0
40204,2020/05/03,0
40204,2020/05/10,0
40204,2020/05/17,13.59
40204,2020/05/24,20.39
40204,2020/05/31,135.92
40204,2020/06/07,135.92
40204,2020/06/14,149.52
40204,2020/06/21,183.5
40204,2020/06/28,224.28
40204,2020/07/05,292.24
40204,2020/07/12,387.39
40204,2020/07/19,509.72
40204,2020/07/26,645.64
40204,2020/08/02,788.36
40204,2020/08/09,917.49
40204,2020/08/16,992.25
40204,2020/08/23,1087.4
40204,2020/08/30,1264.1
40204,2020/09/06,1332.06
40204,2020/09/13,1393.23
40204,2020/09/20,1495.17
40204,2020/09/27,1569.93
40204,2020/10/04,1685.47
40204,2020/10/11,1855.38
40204,2020/10/18,2018.49
40204,2020/10/25,2201.98
40204,2020/11/01,2494.22
40204,2020/11/08,2868.02
40204,2020/11/15,3146.66
40204,2020/11/22,3527.25
40204,2020/11/29,3880.66
40204,2020/12/06,4240.86
40204,2020/12/13,4492.32
40204,2020/12/20,4682.62
40204,2020/12/27,4879.71
40204,2021/01/03,5199.13
40204,2021/01/10,5443.8
40204,2021/01/17,5756.42
40204,2021/01/24,5919.53
40204,2021/01/31,6109.83
40204,2021/02/07,6259.34
40204,2021/02/14,6347.7
40204,2021/02/21,6463.23
40204,2021/02/28,6537.99
40204,2021/03/07,6585.56
40204,2021/03/14,6680.71
40204,2021/03/21,6755.47
40204,2021/03/28,6809.84
40204,2021/04/04,6918.58
40204,2021/04/11,6972.95
40204,2021/04/18,7034.12
40204,2021/04/25,7122.47
40204,2021/05/02,7156.45
40204,2021/05/09,7156.45
40204,2021/05/16,7176.84
40204,2021/05/23,7217.62
40204,2021/05/30,7231.21
40204,2021/06/06,7244.8
40204,2021/06/13,7271.99
40204,2021/06/20,7285.58
40204,2021/06/27,7299.17
40204,2021/07/04,7299.17
40204,2021/07/11,7333.15
40204,2021/07/18,7380.73
40204,2021/07/25,7516.65
40204,2021/08/01,7693.35
40204,2021/08/08,7856.46
40204,2021/08/15,8155.5
40204,2021/08/22,8474.92
40204,2021/08/29,8801.14
40204,2021/09/05,8998.23
40204,2021/09/12,9242.9
40204,2021/09/19,9453.58
40204,2021/09/26,9745.82
40204,2021/10/03,9902.13
40204,2021/10/10,10010.87
40204,2021/10/17,10099.23
40207,2020/04/26,0
40207,2020/05/03,0
40207,2020/05/10,0
40207,2020/05/17,13.23
40207,2020/05/24,52.93
40207,2020/05/31,314.28
40207,2020/06/07,360.59
40207,2020/06/14,380.44
40207,2020/06/21,413.52
40207,2020/06/28,449.91
40207,2020/07/05,545.85
40207,2020/07/12,631.86
40207,2020/07/19,807.2
40207,2020/07/26,932.91
40207,2020/08/02,1111.55
40207,2020/08/09,1286.89
40207,2020/08/16,1409.29
40207,2020/08/23,1578.01
40207,2020/08/30,1750.03
40207,2020/09/06,1859.2
40207,2020/09/13,1955.14
40207,2020/09/20,2047.77
40207,2020/09/27,2170.17
40207,2020/10/04,2295.88
40207,2020/10/11,2451.37
40207,2020/10/18,2639.94
40207,2020/10/25,2891.36
40207,2020/11/01,3142.78
40207,2020/11/08,3526.53
40207,2020/11/15,3996.29
40207,2020/11/22,4419.74
40207,2020/11/29,4863.04
40207,2020/12/06,5180.63
40207,2020/12/13,5422.13
40207,2020/12/20,5647.08
40207,2020/12/27,6001.06
40207,2021/01/03,6450.97
40207,2021/01/10,6881.04
40207,2021/01/17,7225.09
40207,2021/01/24,7592.3
40207,2021/01/31,7850.34
40207,2021/02/07,8071.99
40207,2021/02/14,8234.09
40207,2021/02/21,8363.11
40207,2021/02/28,8475.59
40207,2021/03/07,8594.68
40207,2021/03/14,8667.46
40207,2021/03/21,8766.71
40207,2021/03/28,8822.95
40207,2021/04/04,8895.73
40207,2021/04/11,8951.97
40207,2021/04/18,9001.59
40207,2021/04/25,9041.29
40207,2021/05/02,9084.29
40207,2021/05/09,9107.45
40207,2021/05/16,9143.84
40207,2021/05/23,9167
40207,2021/05/30,9173.61
40207,2021/06/06,9196.77
40207,2021/06/13,9206.7
40207,2021/06/20,9216.62
40207,2021/06/27,9236.47
40207,2021/07/04,9253.01
40207,2021/07/11,9279.48
40207,2021/07/18,9319.17
40207,2021/07/25,9425.04
40207,2021/08/01,9646.69
40207,2021/08/08,9861.72
40207,2021/08/15,10156.15
40207,2021/08/22,10500.2
40207,2021/08/29,10754.93
40207,2021/09/05,10993.12
40207,2021/09/12,11261.08
40207,2021/09/19,11449.65
40207,2021/09/26,11846.63
40207,2021/10/03,12078.21
40207,2021/10/10,12220.46
40207,2021/10/17,12342.86
40228,2020/04/26,0
40228,2020/05/03,0
40228,2020/05/10,0
40228,2020/05/17,6.28
40228,2020/05/24,6.28
40228,2020/05/31,332.77
40228,2020/06/07,376.72
40228,2020/06/14,420.67
40228,2020/06/21,477.18
40228,2020/06/28,533.68
40228,2020/07/05,621.59
40228,2020/07/12,753.44
40228,2020/07/19,922.96
40228,2020/07/26,1092.48
40228,2020/08/02,1255.73
40228,2020/08/09,1431.53
40228,2020/08/16,1601.05
40228,2020/08/23,1707.79
40228,2020/08/30,1908.71
40228,2020/09/06,2028
40228,2020/09/13,2191.25
40228,2020/09/20,2304.26
40228,2020/09/27,2442.39
40228,2020/10/04,2618.2
40228,2020/10/11,2806.55
40228,2020/10/18,3007.47
40228,2020/10/25,3396.75
40228,2020/11/01,3691.84
40228,2020/11/08,4143.91
40228,2020/11/15,4909.9
40228,2020/11/22,5424.75
40228,2020/11/29,6077.73
40228,2020/12/06,6567.46
40228,2020/12/13,6950.46
40228,2020/12/20,7333.46
40228,2020/12/27,7798.08
40228,2021/01/03,8356.88
40228,2021/01/10,8978.46
40228,2021/01/17,9543.54
40228,2021/01/24,10020.72
40228,2021/01/31,10303.26
40228,2021/02/07,10661.14
40228,2021/02/14,10949.96
40228,2021/02/21,11113.2
40228,2021/02/28,11276.45
40228,2021/03/07,11408.3
40228,2021/03/14,11552.71
40228,2021/03/21,11703.4
40228,2021/03/28,11759.9
40228,2021/04/04,11835.25
40228,2021/04/11,11948.26
40228,2021/04/18,12105.23
40228,2021/04/25,12312.43
40228,2021/05/02,12419.16
40228,2021/05/09,12519.62
40228,2021/05/16,12664.03
40228,2021/05/23,12707.98
40228,2021/05/30,12733.09
40228,2021/06/06,12764.49
40228,2021/06/13,12795.88
40228,2021/06/20,12821
40228,2021/06/27,12827.27
40228,2021/07/04,12858.67
40228,2021/07/11,12908.9
40228,2021/07/18,13009.36
40228,2021/07/25,13216.55
40228,2021/08/01,13530.48
40228,2021/08/08,13844.42
40228,2021/08/15,14371.82
40228,2021/08/22,14899.23
40228,2021/08/29,15388.96
40228,2021/09/05,15853.58
40228,2021/09/12,16418.66
40228,2021/09/19,16757.71
40228,2021/09/26,17391.85
40228,2021/10/03,17793.68
40228,2021/10/10,18107.62
40228,2021/10/17,18302.25
,,
40218,2020/04/26,0
40218,2020/05/03,0
40218,2020/05/10,0
40218,2020/05/17,14.85
40218,2020/05/24,29.7
40218,2020/05/31,522.75
40218,2020/06/07,605.92
40218,2020/06/14,635.62
40218,2020/06/21,700.96
40218,2020/06/28,754.43
40218,2020/07/05,816.8
40218,2020/07/12,932.64
40218,2020/07/19,1143.52
40218,2020/07/26,1309.85
40218,2020/08/02,1410.84
40218,2020/08/09,1583.11
40218,2020/08/16,1755.38
40218,2020/08/23,1877.15
40218,2020/08/30,2016.75
40218,2020/09/06,2191.99
40218,2020/09/13,2304.86
40218,2020/09/20,2388.02
40218,2020/09/27,2590
40218,2020/10/04,2806.82
40218,2020/10/11,3059.28
40218,2020/10/18,3332.54
40218,2020/10/25,3626.59
40218,2020/11/01,3923.61
40218,2020/11/08,4256.27
40218,2020/11/15,4600.81
40218,2020/11/22,4942.38
40218,2020/11/29,5358.2
40218,2020/12/06,5791.85
40218,2020/12/13,6136.39
40218,2020/12/20,6391.83
40218,2020/12/27,6736.37
40218,2021/01/03,7134.37
40218,2021/01/10,7490.79
40218,2021/01/17,7755.14
40218,2021/01/24,8055.13
40218,2021/01/31,8215.52
40218,2021/02/07,8396.7
40218,2021/02/14,8551.15
40218,2021/02/21,8666.98
40218,2021/02/28,8756.09
40218,2021/03/07,8842.22
40218,2021/03/14,8901.63
40218,2021/03/21,9011.52
40218,2021/03/28,9088.75
40218,2021/04/04,9160.03
40218,2021/04/11,9231.32
40218,2021/04/18,9329.33
40218,2021/04/25,9454.08
40218,2021/05/02,9534.28
40218,2021/05/09,9590.71
40218,2021/05/16,9644.17
40218,2021/05/23,9667.93
40218,2021/05/30,9682.78
40218,2021/06/06,9706.55
40218,2021/06/13,9745.16
40218,2021/06/20,9765.95
40218,2021/06/27,9807.53
40218,2021/07/04,9819.41
40218,2021/07/11,9866.94
40218,2021/07/18,9914.46
40218,2021/07/25,10012.47
40218,2021/08/01,10205.54
40218,2021/08/08,10469.88
40218,2021/08/15,10847.1
40218,2021/08/22,11227.28
40218,2021/08/29,11559.94
40218,2021/09/05,11877.75
40218,2021/09/12,12299.51
40218,2021/09/19,12587.62
40218,2021/09/26,13000.48
40218,2021/10/03,13315.31
40218,2021/10/10,13508.38
40218,2021/10/17,13677.68
40203,2020/04/26,0
40203,2020/05/03,0
40203,2020/05/10,0
40203,2020/05/17,11.23
40203,2020/05/24,16.84
40203,2020/05/31,690.43
40203,2020/06/07,769.01
40203,2020/06/14,870.05
40203,2020/06/21,881.28
40203,2020/06/28,948.64
40203,2020/07/05,971.09
40203,2020/07/12,1122.65
40203,2020/07/19,1206.85
40203,2020/07/26,1330.34
40203,2020/08/02,1436.99
40203,2020/08/09,1554.87
40203,2020/08/16,1667.13
40203,2020/08/23,2003.93
40203,2020/08/30,2329.5
40203,2020/09/06,2408.08
40203,2020/09/13,2497.9
40203,2020/09/20,2604.55
40203,2020/09/27,2761.72
40203,2020/10/04,2857.14
40203,2020/10/11,2980.63
40203,2020/10/18,3120.97
40203,2020/10/25,3272.52
40203,2020/11/01,3418.47
40203,2020/11/08,3682.29
40203,2020/11/15,3946.11
40203,2020/11/22,4277.29
40203,2020/11/29,4580.41
40203,2020/12/06,4793.71
40203,2020/12/13,5214.71
40203,2020/12/20,5635.7
40203,2020/12/27,5905.14
40203,2021/01/03,6382.26
40203,2021/01/10,6662.92
40203,2021/01/17,6865
40203,2021/01/24,7168.12
40203,2021/01/31,7392.65
40203,2021/02/07,7555.43
40203,2021/02/14,7723.83
40203,2021/02/21,7886.61
40203,2021/02/28,7987.65
