Avg_3Day_Confirmed_RatePer100K,Avg_3Day_Confirmed_RatePer100K_,Avg_3Day_Deceased_RatePer100K,Avg_3Day_Deceased_RatePer100K_D,CONFIRMED,Confirmed_RatePer100K,DECEASED,Deceased_RatePer100K,LOADED,RECOVERED,reported,TOTAL_CONFIRMED,TOTAL_DECEASED,Total_Population,TOTAL_RECOVERED,WEEKBEGINNINGDATE,WEEKENDINGDATE,YEAR_WEEK,ObjectId
63.937233,14.377167,0.347466,0.086866,686,89.3905,2,0.2606,2021/02/25 11:17:00+00,211,2021/01/21 05:00:00+00,63192,754,767419,31294,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,284
74.3618,10.424567,0.477766,0.1303,579,75.4477,4,0.5212,2021/02/25 11:17:00+00,144,2021/01/22 05:00:00+00,63750,758,767419,31434,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,285
80.138733,5.776933,0.825266,0.3475,580,75.578,13,1.694,2021/02/25 11:17:00+00,167,2021/01/23 05:00:00+00,64311,770,767419,31599,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,286
53.9905,-26.148233,0.912133,0.086867,84,10.9458,4,0.5212,2021/02/25 11:17:00+00,62,2021/01/24 05:00:00+00,64386,773,767419,31661,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,287
55.119833,1.129333,0.7384,-0.173733,605,78.8357,0,0,2021/02/25 11:17:00+00,94,2021/01/25 05:00:00+00,65226,773,767419,31755,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,288
48.4742,-6.645633,0.781833,0.043433,427,55.6411,14,1.8243,2021/02/25 11:17:00+00,221,2021/01/26 05:00:00+00,65633,787,767419,31971,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,289
65.718133,17.243933,0.651533,-0.1303,481,62.6776,1,0.1303,2021/02/25 11:17:00+00,185,2021/01/27 05:00:00+00,66104,788,767419,32150,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,290
59.810866,-5.907267,0.8687,0.217167,469,61.1139,5,0.6515,2021/02/25 11:17:00+00,256,2021/01/28 05:00:00+00,66549,793,767419,32380,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,291
46.432666,-13.3782,0.304033,-0.564667,119,15.5065,1,0.1303,2021/02/25 11:17:00+00,166,2021/01/29 05:00:00+00,66657,794,767419,32541,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,292
51.775266,5.3426,0.8687,0.564667,604,78.7054,14,1.8243,2021/02/25 11:17:00+00,155,2021/01/30 05:00:00+00,67244,808,767419,32692,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,293
46.041766,-5.7335,0.651533,-0.217167,337,43.9134,0,0,2021/02/25 11:17:00+00,60,2021/01/31 05:00:00+00,67578,808,767419,32752,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,294
52.339933,6.298167,0.6081,-0.043433,264,34.401,0,0,2021/02/25 11:17:00+00,72,2021/02/01 05:00:00+00,67838,808,767419,32823,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,295
42.045666,-10.294267,0.304033,-0.304067,367,47.8226,7,0.9121,2021/02/25 11:17:00+00,196,2021/02/02 05:00:00+00,68205,815,767419,33016,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,296
27.407866,-14.6378,0.5212,0.217167,0,0,5,0.6515,2021/02/25 11:17:00+00,189,2021/02/03 05:00:00+00,68193,820,767419,33197,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,297
39.482966,12.0751,0.7818,0.2606,542,70.6263,6,0.7818,2021/02/25 11:17:00+00,493,2021/02/04 05:00:00+00,68861,825,767419,33687,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,298
48.561033,9.078067,0.608066,-0.173734,576,75.0568,3,0.3909,2021/02/25 11:17:00+00,412,2021/02/05 05:00:00+00,69399,828,767419,34094,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,299
66.499966,17.938933,1.085866,0.4778,413,53.8168,16,2.0849,2021/02/25 11:17:00+00,131,2021/02/06 05:00:00+00,69691,844,767419,34222,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,300
23.455266,4.2567,0.043433,-0.043433,211,27.4948,0,0,2021/02/25 11:17:00+00,86,2020/07/21 04:00:00+00,5331,231,767419,3721,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,301
16.722733,-6.732533,0,-0.043433,72,9.3821,0,0,2021/02/25 11:17:00+00,92,2020/07/22 04:00:00+00,5359,231,767419,3811,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,302
17.808633,1.0859,0,0,127,16.549,0,0,2021/02/25 11:17:00+00,63,2020/07/23 04:00:00+00,5456,231,767419,3874,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,303
19.763233,1.9546,0.086866,0.086866,256,33.3586,2,0.2606,2021/02/25 11:17:00+00,93,2020/07/24 04:00:00+00,5702,233,767419,3966,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,304
32.316133,12.5529,0.1303,0.043434,361,47.0408,1,0.1303,2021/02/25 11:17:00+00,59,2020/07/25 04:00:00+00,6057,234,767419,4023,2020/07/19 04:00:00+00,2020/07/25 04:00:00+00,202030,305
29.8403,-2.475833,0.217166,0.086866,70,9.1215,2,0.2606,2021/02/25 11:17:00+00,40,2020/07/26 04:00:00+00,6123,236,767419,4062,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,306
26.235133,-3.605167,0.1303,-0.086866,173,22.5431,0,0,2021/02/25 11:17:00+00,12,2020/07/27 04:00:00+00,6296,236,767419,4074,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,307
18.547033,-7.6881,0.434366,0.304066,184,23.9765,8,1.0425,2021/02/25 11:17:00+00,123,2020/07/28 04:00:00+00,6452,244,767419,4198,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,308
19.459166,0.912133,0.434366,0,91,11.8579,2,0.2606,2021/02/25 11:17:00+00,119,2020/07/29 04:00:00+00,6469,246,767419,4317,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,309
19.459166,0,0.434366,0,173,22.5431,0,0,2021/02/25 11:17:00+00,73,2020/07/30 04:00:00+00,6623,246,767419,4388,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,310
22.586533,3.127367,0.173733,-0.260633,256,33.3586,2,0.2606,2021/02/25 11:17:00+00,77,2020/07/31 04:00:00+00,6871,248,767419,4464,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,311
25.974533,3.388,0.1303,-0.043433,169,22.0219,1,0.1303,2021/02/25 11:17:00+00,86,2020/08/01 04:00:00+00,7014,248,767419,4550,2020/07/26 04:00:00+00,2020/08/01 04:00:00+00,202031,312
23.585566,-2.388967,0.1303,0,118,15.3762,0,0,2021/02/25 11:17:00+00,36,2020/08/02 04:00:00+00,7110,248,767419,4587,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,313
17.852066,-5.7335,0.043433,-0.086867,124,16.1581,0,0,2021/02/25 11:17:00+00,41,2020/08/03 04:00:00+00,7221,248,767419,4628,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,314
20.414766,2.5627,0.1303,0.086867,228,29.71,3,0.3909,2021/02/25 11:17:00+00,68,2020/08/04 04:00:00+00,7343,251,767419,4682,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,315
20.8057,0.390934,0.173733,0.043433,127,16.549,1,0.1303,2021/02/25 11:17:00+00,86,2020/08/05 04:00:00+00,7415,251,767419,4768,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,316
22.108766,1.303066,0.173733,0,154,20.0673,0,0,2021/02/25 11:17:00+00,85,2020/08/06 04:00:00+00,7686,251,767419,4853,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,317
21.500666,-0.6081,0.043433,-0.1303,214,27.8857,0,0,2021/02/25 11:17:00+00,58,2020/08/07 04:00:00+00,7911,250,767419,4913,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,318
26.843233,5.342567,0,-0.043433,250,32.5767,0,0,2021/02/25 11:17:00+00,76,2020/08/08 04:00:00+00,8156,250,767419,4990,2020/08/02 04:00:00+00,2020/08/08 04:00:00+00,202032,319
26.539166,-0.304067,0,0,147,19.1551,0,0,2021/02/25 11:17:00+00,46,2020/08/09 04:00:00+00,8298,250,767419,5036,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,320
18.720733,-7.818433,0,0,34,4.4304,0,0,2021/02/25 11:17:00+00,47,2020/08/10 04:00:00+00,8326,250,767419,5083,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,321
15.854,-2.866733,0.2606,0.2606,184,23.9765,6,0.7818,2021/02/25 11:17:00+00,92,2020/08/11 04:00:00+00,8506,256,767419,5176,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,322
32.272666,16.418666,0.347466,0.086866,525,68.4111,2,0.2606,2021/02/25 11:17:00+00,123,2020/08/12 04:00:00+00,9025,258,767419,5296,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,323
40.872933,8.600267,0.477766,0.1303,232,30.2312,3,0.3909,2021/02/25 11:17:00+00,78,2020/08/13 04:00:00+00,9242,261,767419,5373,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,324
43.131566,2.258633,0.217166,-0.2606,236,30.7524,0,0,2021/02/25 11:17:00+00,55,2020/08/14 04:00:00+00,9458,261,767419,5427,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,325
30.014,-13.117566,0.217166,0,223,29.0584,2,0.2606,2021/02/25 11:17:00+00,106,2020/08/15 04:00:00+00,9690,263,767419,5531,2020/08/09 04:00:00+00,2020/08/15 04:00:00+00,202033,326
27.494733,-2.519267,0.217166,0,174,22.6734,3,0.3909,2021/02/25 11:17:00+00,89,2020/08/16 04:00:00+00,9854,266,767419,5620,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,327
22.890566,-4.604167,0.217166,0,130,16.9399,0,0,2021/02/25 11:17:00+00,36,2020/08/17 04:00:00+00,9979,266,767419,5656,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,328
19.7632,-3.127366,0.217166,0,151,19.6763,2,0.2606,2021/02/25 11:17:00+00,107,2020/08/18 04:00:00+00,10122,269,767419,5762,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,329
20.241,0.4778,0.086866,-0.1303,185,24.1068,0,0,2021/02/25 11:17:00+00,85,2020/08/19 04:00:00+00,10297,269,767419,5843,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,330
25.800766,5.559766,0.1303,0.043434,258,33.6192,1,0.1303,2021/02/25 11:17:00+00,115,2020/08/20 04:00:00+00,10536,270,767419,5956,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,331
30.882766,5.082,0.1303,0,268,34.9223,2,0.2606,2021/02/25 11:17:00+00,78,2020/08/21 04:00:00+00,10775,272,767419,6032,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,332
33.532333,2.649567,0.2606,0.1303,246,32.0555,3,0.3909,2021/02/25 11:17:00+00,89,2020/08/22 04:00:00+00,11054,275,767419,6117,2020/08/16 04:00:00+00,2020/08/22 04:00:00+00,202034,333
29.058466,-4.473867,0.304033,0.043433,155,20.1976,2,0.2606,2021/02/25 11:17:00+00,47,2020/08/23 04:00:00+00,11196,277,767419,6166,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,334
21.1966,-7.861866,0.217166,-0.086867,87,11.3367,0,0,2021/02/25 11:17:00+00,25,2020/08/24 04:00:00+00,11278,277,767419,6191,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,335
19.8501,-1.3465,0.086866,-0.1303,215,28.016,0,0,2021/02/25 11:17:00+00,198,2020/08/25 04:00:00+00,11503,277,767419,6386,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,336
19.0248,-0.8253,0.043433,-0.043433,136,17.7217,1,0.1303,2021/02/25 11:17:00+00,83,2020/08/26 04:00:00+00,11587,278,767419,6463,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,337
23.4118,4.387,0.086866,0.043433,188,24.4977,1,0.1303,2021/02/25 11:17:00+00,133,2020/08/27 04:00:00+00,11767,279,767419,6593,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,338
24.628,1.2162,0.086866,0,243,31.6646,0,0,2021/02/25 11:17:00+00,96,2020/08/28 04:00:00+00,11799,277,767419,6549,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,339
29.6231,4.9951,0.043433,-0.043433,251,32.707,0,0,2021/02/25 11:17:00+00,71,2020/08/29 04:00:00+00,12223,279,767419,6761,2020/08/23 04:00:00+00,2020/08/29 04:00:00+00,202035,340
21.4572,-8.1659,0,-0.043433,0,0,0,0,2021/02/25 11:17:00+00,63,2020/08/30 04:00:00+00,12217,279,767419,6824,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,341
17.2005,-4.2567,0,0,145,18.8945,0,0,2021/02/25 11:17:00+00,41,2020/08/31 04:00:00+00,12417,279,767419,6863,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,342
18.199533,0.999033,0.1303,0.1303,274,35.7041,3,0.3909,2021/02/25 11:17:00+00,175,2020/09/01 04:00:00+00,12612,282,767419,7038,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,343
28.971566,10.772033,0.564666,0.434366,248,32.3161,10,1.3031,2021/02/25 11:17:00+00,158,2020/09/02 04:00:00+00,12847,292,767419,7194,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,344
31.751433,2.779867,0.912166,0.3475,209,27.2341,8,1.0425,2021/02/25 11:17:00+00,318,2020/09/03 04:00:00+00,13569,301,767419,7521,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,345
31.534266,-0.217167,0.8253,-0.086866,269,35.0526,1,0.1303,2021/02/25 11:17:00+00,73,2020/09/04 04:00:00+00,14330,302,767419,7589,2020/08/30 04:00:00+00,2020/09/05 04:00:00+00,202036,346
26.148266,-5.386,0.390933,-0.434367,124,16.1581,0,0,2021/02/25 11:17:00+00,170,2020/09/06 04:00:00+00,13322,280,767419,7296,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,347
18.937966,-7.2103,0.043433,-0.3475,43,5.6032,0,0,2021/02/25 11:17:00+00,56,2020/09/07 04:00:00+00,14263,294,767419,7645,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,348
8.1659,-10.772066,0,-0.043433,21,2.7364,0,0,2021/02/25 11:17:00+00,147,2020/09/08 04:00:00+00,14287,296,767419,7803,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,349
8.643666,0.477766,0.2606,0.2606,135,17.5914,6,0.7818,2021/02/25 11:17:00+00,99,2020/09/09 04:00:00+00,14414,302,767419,7904,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,350
26.5826,26.5826,0.9121,0.9121,204,26.5826,7,0.9121,2021/02/25 11:17:00+00,32,2020/03/31 04:00:00+00,204,7,767419,32,2020/03/29 04:00:00+00,2020/04/04 04:00:00+00,202014,351
15.2459,-11.3367,0.5212,-0.3909,30,3.9092,1,0.1303,2021/02/25 11:17:00+00,1,2020/04/01 04:00:00+00,228,8,767419,33,2020/03/29 04:00:00+00,2020/04/04 04:00:00+00,202014,352
10.902333,-4.343567,0.3909,-0.1303,17,2.2152,1,0.1303,2021/02/25 11:17:00+00,6,2020/04/02 04:00:00+00,241,9,767419,39,2020/03/29 04:00:00+00,2020/04/04 04:00:00+00,202014,353
3.605133,-7.2972,0.304033,-0.086867,36,4.691,5,0.6515,2021/02/25 11:17:00+00,13,2020/04/03 04:00:00+00,274,14,767419,52,2020/03/29 04:00:00+00,2020/04/04 04:00:00+00,202014,354
3.518266,-0.086867,0.3909,0.086867,28,3.6486,3,0.3909,2021/02/25 11:17:00+00,8,2020/04/04 04:00:00+00,300,17,767419,60,2020/03/29 04:00:00+00,2020/04/04 04:00:00+00,202014,355
3.127366,-0.3909,0.477766,0.086866,8,1.0425,3,0.3909,2021/02/25 11:17:00+00,11,2020/04/05 04:00:00+00,305,20,767419,71,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,356
4.4739,1.346534,0.3909,-0.086866,67,8.7306,3,0.3909,2021/02/25 11:17:00+00,14,2020/04/06 04:00:00+00,372,23,767419,85,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,357
5.255733,0.781833,0.434333,0.043433,46,5.9941,4,0.5212,2021/02/25 11:17:00+00,30,2020/04/07 04:00:00+00,402,27,767419,115,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,358
8.426533,3.1708,0.5212,0.086867,81,10.5549,5,0.6515,2021/02/25 11:17:00+00,14,2020/04/08 04:00:00+00,478,32,767419,128,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,359
6.428466,-1.998067,0.564633,0.043433,21,2.7364,4,0.5212,2021/02/25 11:17:00+00,21,2020/04/09 04:00:00+00,495,36,767419,148,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,360
5.776933,-0.651533,0.6515,0.086867,31,4.0395,6,0.7818,2021/02/25 11:17:00+00,23,2020/04/10 04:00:00+00,520,42,767419,171,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,361
3.170766,-2.606167,0.477766,-0.173734,21,2.7364,1,0.1303,2021/02/25 11:17:00+00,24,2020/04/11 04:00:00+00,536,43,767419,195,2020/04/05 04:00:00+00,2020/04/11 04:00:00+00,202015,362
3.170766,0,0.434333,-0.043433,21,2.7364,3,0.3909,2021/02/25 11:17:00+00,7,2020/04/12 04:00:00+00,554,46,767419,202,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,363
2.562666,-0.6081,0.347466,-0.086867,17,2.2152,4,0.5212,2021/02/25 11:17:00+00,17,2020/04/13 04:00:00+00,569,50,767419,219,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,364
4.126366,1.5637,0.477766,0.1303,57,7.4275,4,0.5212,2021/02/25 11:17:00+00,26,2020/04/14 04:00:00+00,623,54,767419,245,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,365
6.298166,2.1718,0.564633,0.086867,71,9.2518,5,0.6515,2021/02/25 11:17:00+00,32,2020/04/15 04:00:00+00,687,59,767419,276,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,366
7.644666,1.3465,0.477766,-0.086867,48,6.2547,2,0.2606,2021/02/25 11:17:00+00,20,2020/04/16 04:00:00+00,721,61,767419,296,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,367
7.2103,-0.434366,0.477766,0,47,6.1244,4,0.5212,2021/02/25 11:17:00+00,17,2020/04/17 04:00:00+00,768,65,767419,314,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,368
7.9487,0.7384,0.3909,-0.086866,88,11.467,3,0.3909,2021/02/25 11:17:00+00,39,2020/04/18 04:00:00+00,854,68,767419,352,2020/04/12 04:00:00+00,2020/04/18 04:00:00+00,202016,369
7.427466,-0.521234,0.3909,0,36,4.691,2,0.2606,2021/02/25 11:17:00+00,11,2020/04/19 04:00:00+00,890,70,767419,363,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,370
7.3406,-0.086866,0.347466,-0.043434,45,5.8638,3,0.3909,2021/02/25 11:17:00+00,35,2020/04/20 04:00:00+00,899,73,767419,399,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,371
6.298133,-1.042467,0.347466,0,64,8.3396,3,0.3909,2021/02/25 11:17:00+00,44,2020/04/21 04:00:00+00,907,76,767419,440,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,372
7.166866,0.868733,0.5212,0.173734,56,7.2972,6,0.7818,2021/02/25 11:17:00+00,8,2020/04/22 04:00:00+00,931,82,767419,447,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,373
8.600233,1.433367,0.434333,-0.086867,78,10.1639,1,0.1303,2021/02/25 11:17:00+00,26,2020/04/23 04:00:00+00,1005,83,767419,474,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,374
7.774966,-0.825267,0.304033,-0.1303,45,5.8638,0,0,2021/02/25 11:17:00+00,22,2020/04/24 04:00:00+00,1044,83,767419,496,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,375
6.4719,-1.303066,0.173733,-0.1303,26,3.388,3,0.3909,2021/02/25 11:17:00+00,13,2020/04/25 04:00:00+00,1070,86,767419,507,2020/04/19 04:00:00+00,2020/04/25 04:00:00+00,202017,376
4.1264,-2.3455,0.173733,0,24,3.1274,1,0.1303,2021/02/25 11:17:00+00,12,2020/04/26 04:00:00+00,1092,87,767419,519,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,377
3.692033,-0.434367,0.217166,0.043433,35,4.5607,1,0.1303,2021/02/25 11:17:00+00,22,2020/04/27 04:00:00+00,1119,88,767419,541,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,378
5.776933,2.0849,0.1303,-0.086866,74,9.6427,1,0.1303,2021/02/25 11:17:00+00,24,2020/04/28 04:00:00+00,1189,89,767419,565,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,379
6.6022,0.825267,0.304033,0.173733,43,5.6032,5,0.6515,2021/02/25 11:17:00+00,43,2020/04/29 04:00:00+00,1226,94,767419,606,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,380
7.470933,0.868733,0.347466,0.043433,55,7.1669,2,0.2606,2021/02/25 11:17:00+00,56,2020/04/30 04:00:00+00,1275,96,767419,662,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,381
8.252766,0.781833,0.5212,0.173734,92,11.9882,5,0.6515,2021/02/25 11:17:00+00,37,2020/05/01 04:00:00+00,1365,101,767419,698,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,382
8.513366,0.2606,0.304033,-0.217167,49,6.385,0,0,2021/02/25 11:17:00+00,20,2020/05/02 04:00:00+00,1413,101,767419,719,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,383
6.167833,-2.345533,0.304033,0,1,0.1303,2,0.2606,2021/02/25 11:17:00+00,11,2020/05/03 04:00:00+00,1412,103,767419,730,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,384
2.9536,-3.214233,0.2606,-0.043433,18,2.3455,4,0.5212,2021/02/25 11:17:00+00,37,2020/05/04 04:00:00+00,1421,107,767419,767,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,385
3.518266,0.564666,0.5212,0.2606,62,8.079,6,0.7818,2021/02/25 11:17:00+00,67,2020/05/05 04:00:00+00,1476,113,767419,831,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,386
5.2557,1.737434,0.434333,-0.086867,41,5.3426,0,0,2021/02/25 11:17:00+00,31,2020/05/06 04:00:00+00,1513,113,767419,863,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,387
6.428466,1.172766,0.5212,0.086867,45,5.8638,6,0.7818,2021/02/25 11:17:00+00,43,2020/05/07 04:00:00+00,1553,119,767419,906,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,388
5.516333,-0.912133,0.304033,-0.217167,41,5.3426,1,0.1303,2021/02/25 11:17:00+00,43,2020/05/08 04:00:00+00,1592,120,767419,949,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,389
5.559766,0.043433,0.3909,0.086867,42,5.4729,2,0.2606,2021/02/25 11:17:00+00,42,2020/05/09 04:00:00+00,1631,122,767419,991,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,390
4.430433,-1.129333,0.173733,-0.217167,19,2.4758,1,0.1303,2021/02/25 11:17:00+00,5,2020/05/10 04:00:00+00,1648,123,767419,995,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,391
3.9092,-0.521233,0.173733,0,29,3.7789,1,0.1303,2021/02/25 11:17:00+00,20,2020/05/11 04:00:00+00,1675,124,767419,1012,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,392
8.035566,4.126366,0.304033,0.1303,137,17.852,5,0.6515,2021/02/25 11:17:00+00,58,2020/05/12 04:00:00+00,1808,129,767419,1065,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,393
7.6881,-0.347466,0.304033,0,11,1.4334,1,0.1303,2021/02/25 11:17:00+00,30,2020/05/13 04:00:00+00,1788,130,767419,1089,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,394
8.0356,0.3475,0.347466,0.043433,37,4.8214,2,0.2606,2021/02/25 11:17:00+00,35,2020/05/14 04:00:00+00,1822,132,767419,1122,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,395
4.1264,-3.9092,0.1303,-0.217166,47,6.1244,0,0,2021/02/25 11:17:00+00,34,2020/05/15 04:00:00+00,1864,132,767419,1153,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,396
6.3416,2.2152,0.1303,0,62,8.079,1,0.1303,2021/02/25 11:17:00+00,43,2020/05/16 04:00:00+00,1922,133,767419,1197,2020/05/10 04:00:00+00,2020/05/16 04:00:00+00,202020,397
5.429433,-0.912167,0.1303,0,16,2.0849,2,0.2606,2021/02/25 11:17:00+00,29,2020/05/17 04:00:00+00,1935,135,767419,1226,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,398
6.862833,1.4334,0.173733,0.043433,80,10.4246,1,0.1303,2021/02/25 11:17:00+00,19,2020/05/18 04:00:00+00,2009,135,767419,1244,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,399
7.253766,0.390933,0.2606,0.086867,71,9.2518,3,0.3909,2021/02/25 11:17:00+00,43,2020/05/19 04:00:00+00,2067,138,767419,1290,2020/05/17 04:00:00+00,2020/05/23 04:00:00+00,202021,400
6.7325,1.2162,0,0,62,8.079,0,0,2021/07/15 10:14:00+00,12,2021/07/15 04:00:00+00,83337,1330,767419,43643,2021/07/11 04:00:00+00,2021/07/17 04:00:00+00,202129,401
8.383066,1.650566,0,0,67,8.7306,0,0,2021/07/16 10:14:00+00,12,2021/07/16 04:00:00+00,83370,1330,767419,43650,2021/07/11 04:00:00+00,2021/07/17 04:00:00+00,202129,402
9.686133,1.303067,0.043433,0.043433,94,12.2488,1,0.1303,2021/07/17 10:13:00+00,11,2021/07/17 04:00:00+00,83426,1331,767419,43649,2021/07/11 04:00:00+00,2021/07/17 04:00:00+00,202129,403
10.641733,0.9556,0.043433,0,84,10.9458,0,0,2021/07/18 10:51:00+00,16,2021/07/18 04:00:00+00,83483,1331,767419,43660,2021/07/18 04:00:00+00,2021/07/24 04:00:00+00,202130,404
10.2508,-0.390933,0.043433,0,58,7.5578,0,0,2021/07/19 10:14:00+00,23,2021/07/19 04:00:00+00,83536,1331,767419,43683,2021/07/18 04:00:00+00,2021/07/24 04:00:00+00,202130,405
10.1205,-0.1303,0,-0.043433,91,11.8579,0,0,2021/07/20 10:27:00+00,12,2021/07/20 04:00:00+00,83597,1331,767419,43688,2021/07/18 04:00:00+00,2021/07/24 04:00:00+00,202130,406
10.163933,0.043433,0,0,85,11.0761,0,0,2021/07/21 10:15:00+00,23,2021/07/21 04:00:00+00,83657,1331,767419,43704,2021/07/18 04:00:00+00,2021/07/24 04:00:00+00,202130,407
12.379166,2.215233,0,0,109,14.2035,0,0,2021/07/22 10:15:00+00,33,2021/07/22 04:00:00+00,83736,1331,767419,43725,2021/07/18 04:00:00+00,2021/07/24 04:00:00+00,202130,408
