Avg_3Day_Confirmed_RatePer100K,Avg_3Day_Confirmed_RatePer100K_,Avg_3Day_Deceased_RatePer100K,Avg_3Day_Deceased_RatePer100K_D,CONFIRMED,Confirmed_RatePer100K,DECEASED,Deceased_RatePer100K,LOADED,RECOVERED,reported,TOTAL_CONFIRMED,TOTAL_DECEASED,Total_Population,TOTAL_RECOVERED,WEEKBEGINNINGDATE,WEEKENDINGDATE,YEAR_WEEK,ObjectId
12.987266,3.0405,1.998033,0.912133,117,15.2459,21,2.7364,2021/04/08 10:29:00+00,44,2021/04/08 04:00:00+00,78510,1046,767419,40985,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,161
15.028733,2.041467,2.171766,0.173733,149,19.4157,5,0.6515,2021/04/09 10:35:00+00,45,2021/04/09 04:00:00+00,78660,1051,767419,41029,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,162
13.2913,-1.737433,1.346466,-0.8253,40,5.2123,5,0.6515,2021/04/11 10:33:00+00,55,2021/04/11 04:00:00+00,78868,1056,767419,41082,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,163
11.293266,-1.998034,0.434333,-0.912133,71,9.2518,0,0,2021/04/12 10:31:00+00,43,2021/04/12 04:00:00+00,78937,1056,767419,41125,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,164
10.8155,-0.477766,0.304033,-0.1303,138,17.9824,2,0.2606,2021/04/13 10:30:00+00,76,2021/04/13 04:00:00+00,79152,1058,767419,41200,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,165
14.203466,3.387966,0.1303,-0.173733,118,15.3762,1,0.1303,2021/04/14 12:28:00+00,49,2021/04/14 04:00:00+00,79259,1059,767419,41247,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,166
17.591433,3.387967,0.1303,0,149,19.4157,0,0,2021/04/15 10:31:00+00,37,2021/04/15 04:00:00+00,79401,1059,767419,41281,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,167
17.2005,-0.390933,0.217166,0.086866,129,16.8096,4,0.5212,2021/04/16 12:21:00+00,25,2021/04/16 04:00:00+00,79525,1062,767419,41304,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,168
16.766133,-0.434367,0.173733,-0.043433,108,14.0731,0,0,2021/04/17 10:44:00+00,40,2021/04/17 04:00:00+00,79629,1062,767419,41343,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,169
12.900366,-3.865767,0.173733,0,60,7.8184,0,0,2021/04/18 10:33:00+00,22,2021/04/18 04:00:00+00,79683,1062,767419,41365,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,170
9.1649,-3.735466,0,-0.173733,43,5.6032,0,0,2021/04/19 10:31:00+00,31,2021/04/19 04:00:00+00,79723,1062,767419,41396,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,171
8.860866,-0.304034,0.043433,0.043433,101,13.161,1,0.1303,2021/04/20 10:30:00+00,101,2021/04/20 04:00:00+00,79829,1063,767419,41497,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,172
10.424566,1.5637,0.1303,0.086867,96,12.5095,2,0.2606,2021/04/21 10:31:00+00,64,2021/04/21 04:00:00+00,79906,1065,767419,41555,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,173
13.6388,3.214234,0.1303,0,117,15.2459,0,0,2021/04/22 10:31:00+00,46,2021/04/22 04:00:00+00,79997,1065,767419,41596,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,174
13.8994,0.2606,0.304033,0.173733,107,13.9428,5,0.6515,2021/04/23 10:34:00+00,49,2021/04/23 04:00:00+00,80093,1070,767419,41642,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,175
13.6822,-0.2172,0.5212,0.217167,91,11.8579,7,0.9121,2021/04/24 10:51:00+00,67,2021/04/24 04:00:00+00,80176,1077,767419,41708,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,176
11.5973,-2.0849,0.608066,0.086866,69,8.9912,2,0.2606,2021/04/25 10:37:00+00,74,2021/04/25 04:00:00+00,80241,1079,767419,41781,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,177
10.337666,-1.259634,0.3909,-0.217166,78,10.1639,0,0,2021/04/26 10:35:00+00,50,2021/04/26 04:00:00+00,80316,1079,767419,41830,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,178
11.162966,0.8253,0.173733,-0.217167,110,14.3338,2,0.2606,2021/04/27 10:36:00+00,53,2021/04/27 04:00:00+00,80421,1081,767419,41880,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,179
13.378166,2.2152,0.1303,-0.043433,120,15.6368,1,0.1303,2021/04/28 10:35:00+00,53,2021/04/28 04:00:00+00,80526,1081,767419,41929,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,180
20.327866,6.9497,0.2606,0.1303,238,31.013,3,0.3909,2021/04/29 12:15:00+00,34,2021/04/29 04:00:00+00,80733,1078,767419,41961,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,181
21.891533,1.563667,0.173733,-0.086867,146,19.0248,0,0,2021/04/30 10:39:00+00,74,2021/04/30 04:00:00+00,80858,1078,767419,42034,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,182
21.500633,-0.3909,0.173733,0,111,14.4641,1,0.1303,2021/05/01 11:00:00+00,59,2021/05/01 04:00:00+00,80963,1079,767419,42091,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,183
14.5075,-6.993133,0.043433,-0.1303,77,10.0336,0,0,2021/05/02 10:42:00+00,31,2021/05/02 04:00:00+00,81037,1079,767419,42122,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,184
11.727633,-2.779867,0.043433,0,82,10.6852,0,0,2021/05/03 10:48:00+00,28,2021/05/03 04:00:00+00,81112,1079,767419,42151,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,185
12.0751,0.347467,0,-0.043433,119,15.5065,0,0,2021/05/04 10:30:00+00,85,2021/05/04 04:00:00+00,81209,1079,767419,42236,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,186
13.725666,1.650566,0,0,115,14.9853,0,0,2021/05/05 10:28:00+00,64,2021/05/05 04:00:00+00,81305,1079,767419,42298,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,187
15.463066,1.7374,0,0,122,15.8974,0,0,2021/05/06 10:27:00+00,58,2021/05/06 04:00:00+00,81414,1079,767419,42355,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,188
16.5924,1.129334,0.043433,0.043433,145,18.8945,1,0.1303,2021/05/07 10:33:00+00,51,2021/05/07 04:00:00+00,81534,1080,767419,42403,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,189
14.377166,-2.215234,0.043433,0,64,8.3396,0,0,2021/05/08 10:38:00+00,69,2021/05/08 04:00:00+00,81577,1080,767419,42471,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,190
11.553866,-2.8233,0.043433,0,57,7.4275,0,0,2021/05/09 10:28:00+00,44,2021/05/09 04:00:00+00,81630,1080,767419,42515,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,191
6.558766,-4.9951,0,-0.043433,30,3.9092,0,0,2021/05/10 10:25:00+00,37,2021/05/10 04:00:00+00,81644,1080,767419,42552,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,192
6.385033,-0.173733,0.043433,0.043433,60,7.8184,1,0.1303,2021/05/11 10:25:00+00,49,2021/05/11 04:00:00+00,81685,1081,767419,42597,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,193
7.861833,1.4768,0.173733,0.1303,91,11.8579,3,0.3909,2021/05/12 10:25:00+00,66,2021/05/12 04:00:00+00,81762,1084,767419,42660,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,194
10.554833,2.693,0.217166,0.043433,92,11.9882,1,0.1303,2021/05/13 10:25:00+00,42,2021/05/13 04:00:00+00,81845,1085,767419,42702,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,195
12.379133,1.8243,1.7374,1.520234,102,13.2913,36,4.691,2021/05/14 10:25:00+00,57,2021/05/14 04:00:00+00,81937,1123,767419,42747,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,196
12.8135,0.434367,7.4709,5.7335,101,13.161,135,17.5914,2021/05/15 10:46:00+00,50,2021/05/15 04:00:00+00,82029,1266,767419,42737,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,197
12.118533,-0.694967,7.557766,0.086866,76,9.9033,3,0.3909,2021/05/16 10:26:00+00,33,2021/05/16 04:00:00+00,82107,1269,767419,42769,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,198
10.3811,-1.737433,5.9941,-1.563666,62,8.079,0,0,2021/05/17 10:26:00+00,41,2021/05/17 04:00:00+00,82159,1269,767419,42805,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,199
9.686133,-0.694967,1.9546,-4.0395,85,11.0761,42,5.4729,2021/05/18 10:25:00+00,44,2021/05/18 04:00:00+00,82228,1182,767419,42839,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,200
16.201466,7.5578,0.434333,0.173733,217,28.2766,4,0.5212,2021/02/25 11:17:00+00,89,2020/09/10 04:00:00+00,14626,306,767419,7992,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,201
51.471233,-2.519267,0.825266,-0.390934,316,41.177,2,0.2606,2021/02/25 11:17:00+00,271,2020/12/19 05:00:00+00,47935,612,767419,25883,2020/12/13 05:00:00+00,2020/12/19 05:00:00+00,202051,202
21.978433,5.776967,0.5212,0.086867,154,20.0673,2,0.2606,2021/02/25 11:17:00+00,78,2020/09/11 04:00:00+00,14771,307,767419,8067,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,203
24.454266,2.475833,0.477766,-0.043434,192,25.0189,5,0.6515,2021/02/25 11:17:00+00,98,2020/09/12 04:00:00+00,14953,313,767419,8163,2020/09/06 04:00:00+00,2020/09/12 04:00:00+00,202037,204
20.067266,-4.387,0.347466,-0.1303,116,15.1156,1,0.1303,2021/02/25 11:17:00+00,65,2020/09/13 04:00:00+00,15066,314,767419,8225,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,205
17.374233,-2.693033,0.2606,-0.086866,92,11.9882,0,0,2021/02/25 11:17:00+00,67,2020/09/14 04:00:00+00,15155,314,767419,8293,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,206
15.1156,-2.258633,0.173733,-0.086867,140,18.243,3,0.3909,2021/02/25 11:17:00+00,165,2020/09/15 04:00:00+00,15303,308,767419,8454,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,207
13.161,-1.9546,0.1303,-0.043433,71,9.2518,0,0,2021/02/25 11:17:00+00,73,2020/09/16 04:00:00+00,15364,307,767419,8527,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,208
16.027766,2.866766,0.173733,0.043433,158,20.5885,1,0.1303,2021/02/25 11:17:00+00,64,2020/09/17 04:00:00+00,15509,307,767419,8584,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,209
16.722733,0.694967,0.043433,-0.1303,156,20.3279,0,0,2021/02/25 11:17:00+00,69,2020/09/18 04:00:00+00,15658,306,767419,8652,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,210
21.848133,5.1254,0.1303,0.086867,189,24.628,2,0.2606,2021/02/25 11:17:00+00,61,2020/09/19 04:00:00+00,15831,308,767419,8708,2020/09/13 04:00:00+00,2020/09/19 04:00:00+00,202038,211
18.199533,-3.6486,0.1303,0,74,9.6427,1,0.1303,2021/02/25 11:17:00+00,41,2020/09/20 04:00:00+00,15903,309,767419,8749,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,212
14.7681,-3.431433,0.1303,0,77,10.0336,0,0,2021/02/25 11:17:00+00,36,2020/09/21 04:00:00+00,15978,309,767419,8785,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,213
12.856933,-1.911167,0.1303,0,145,18.8945,2,0.2606,2021/02/25 11:17:00+00,145,2020/09/22 04:00:00+00,16124,311,767419,8928,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,214
18.4167,5.559767,0.347466,0.217166,202,26.322,6,0.7818,2021/02/25 11:17:00+00,120,2020/09/23 04:00:00+00,16321,317,767419,9048,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,215
20.805666,2.388966,0.477766,0.1303,132,17.2005,3,0.3909,2021/02/25 11:17:00+00,112,2020/09/24 04:00:00+00,16441,318,767419,9155,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,216
23.498666,2.693,0.434333,-0.043433,207,26.9735,1,0.1303,2021/02/25 11:17:00+00,82,2020/09/25 04:00:00+00,16652,319,767419,9235,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,217
25.757333,2.258667,0.2606,-0.173733,254,33.098,2,0.2606,2021/02/25 11:17:00+00,112,2020/09/26 04:00:00+00,16900,321,767419,9345,2020/09/20 04:00:00+00,2020/09/26 04:00:00+00,202039,218
24.3674,-1.389933,0.217166,-0.043434,100,13.0307,2,0.2606,2021/02/25 11:17:00+00,42,2020/09/27 04:00:00+00,16996,323,767419,9385,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,219
20.284466,-4.082934,0.217166,0,113,14.7247,1,0.1303,2021/02/25 11:17:00+00,18,2020/09/28 04:00:00+00,17106,324,767419,9402,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,220
19.763233,-0.521233,0.1303,-0.086866,242,31.5343,0,0,2021/02/25 11:17:00+00,178,2020/09/29 04:00:00+00,17332,324,767419,9578,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,221
24.280533,4.5173,0.1303,0,204,26.5826,2,0.2606,2021/02/25 11:17:00+00,91,2020/09/30 04:00:00+00,17516,326,767419,9666,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,222
27.4079,3.127367,0.1303,0,185,24.1068,1,0.1303,2021/02/25 11:17:00+00,221,2020/10/01 04:00:00+00,17686,327,767419,9879,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,223
24.932066,-2.475834,0.173733,0.043433,185,24.1068,1,0.1303,2021/02/25 11:17:00+00,108,2020/10/02 04:00:00+00,17865,328,767419,9990,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,224
27.842266,2.9102,0.173733,0,271,35.3132,2,0.2606,2021/02/25 11:17:00+00,106,2020/10/03 04:00:00+00,18125,330,767419,10082,2020/09/27 04:00:00+00,2020/10/03 04:00:00+00,202040,225
27.1473,-0.694966,0.1303,-0.043433,169,22.0219,0,0,2021/02/25 11:17:00+00,33,2020/10/04 04:00:00+00,18291,330,767419,10113,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,226
23.194633,-3.952667,0.086866,-0.043434,94,12.2488,0,0,2021/02/25 11:17:00+00,35,2020/10/05 04:00:00+00,18384,330,767419,10147,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,227
21.022833,-2.1718,0.086866,0,221,28.7978,2,0.2606,2021/02/25 11:17:00+00,174,2020/10/06 04:00:00+00,18591,331,767419,10317,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,228
22.239033,1.2162,0.086866,0,197,25.6705,0,0,2021/02/25 11:17:00+00,92,2020/10/07 04:00:00+00,18788,333,767419,10403,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,229
25.062366,2.823333,0.217166,0.1303,159,20.7188,3,0.3909,2021/02/25 11:17:00+00,122,2020/10/08 04:00:00+00,18928,335,767419,10520,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,230
27.6685,2.606134,0.173733,-0.043433,281,36.6162,1,0.1303,2021/02/25 11:17:00+00,89,2020/10/09 04:00:00+00,19187,335,767419,10606,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,231
27.538166,-0.130334,0.217166,0.043433,194,25.2795,1,0.1303,2021/02/25 11:17:00+00,111,2020/10/10 04:00:00+00,19372,336,767419,10717,2020/10/04 04:00:00+00,2020/10/10 04:00:00+00,202041,232
28.5372,0.999034,0.086866,-0.1303,182,23.7159,0,0,2021/02/25 11:17:00+00,26,2020/10/11 04:00:00+00,19551,336,767419,10742,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,233
20.7188,-7.8184,0.043433,-0.043433,101,13.161,0,0,2021/02/25 11:17:00+00,53,2020/10/12 04:00:00+00,19646,336,767419,10794,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,234
19.3723,-1.3465,0.086866,0.043433,163,21.24,2,0.2606,2021/02/25 11:17:00+00,132,2020/10/13 04:00:00+00,19795,338,767419,10924,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,235
22.412766,3.040466,0.1303,0.043434,252,32.8373,1,0.1303,2021/02/25 11:17:00+00,169,2020/10/14 04:00:00+00,20044,339,767419,11091,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,236
29.7534,7.340634,0.2606,0.1303,270,35.1829,3,0.3909,2021/02/25 11:17:00+00,122,2020/10/15 04:00:00+00,20303,342,767419,11209,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,237
34.2707,4.5173,0.2606,0,267,34.7919,2,0.2606,2021/02/25 11:17:00+00,102,2020/10/16 04:00:00+00,20559,344,767419,11304,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,238
36.485933,2.215233,0.477766,0.217166,303,39.483,6,0.7818,2021/02/25 11:17:00+00,90,2020/10/17 04:00:00+00,20851,350,767419,11390,2020/10/11 04:00:00+00,2020/10/17 04:00:00+00,202042,239
34.227266,-2.258667,0.3909,-0.086866,218,28.4069,1,0.1303,2021/02/25 11:17:00+00,44,2020/10/18 04:00:00+00,21063,351,767419,11434,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,240
30.144333,-4.082933,0.347466,-0.043434,173,22.5431,1,0.1303,2021/02/25 11:17:00+00,39,2020/10/19 04:00:00+00,21234,352,767419,11473,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,241
29.709966,-0.434367,0.4778,0.130334,293,38.1799,9,1.1728,2021/02/25 11:17:00+00,149,2020/10/20 04:00:00+00,21513,361,767419,11627,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,242
33.706033,3.996067,0.8253,0.3475,310,40.3951,9,1.1728,2021/02/25 11:17:00+00,129,2020/10/21 04:00:00+00,21803,370,767419,11756,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,243
39.092066,5.386033,0.781866,-0.043434,297,38.7012,0,0,2021/02/25 11:17:00+00,159,2020/10/22 04:00:00+00,22090,370,767419,11916,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,244
39.396133,0.304067,0.9556,0.173734,300,39.0921,13,1.694,2021/02/25 11:17:00+00,93,2020/10/23 04:00:00+00,22377,383,767419,12004,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,245
38.179933,-1.2162,0.6081,-0.3475,282,36.7465,1,0.1303,2021/02/25 11:17:00+00,117,2020/10/24 04:00:00+00,22652,384,767419,12120,2020/10/18 04:00:00+00,2020/10/24 04:00:00+00,202043,246
36.485933,-1.694,0.6081,0,258,33.6192,0,0,2021/02/25 11:17:00+00,31,2020/10/25 04:00:00+00,22911,384,767419,12151,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,247
31.794866,-4.691067,0.043433,-0.564667,192,25.0189,0,0,2021/02/25 11:17:00+00,32,2020/10/26 04:00:00+00,23101,384,767419,12182,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,248
36.268766,4.4739,0.217166,0.173733,385,50.1682,5,0.6515,2021/02/25 11:17:00+00,108,2020/10/27 04:00:00+00,23459,389,767419,12289,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,249
40.525466,4.2567,0.434333,0.217167,356,46.3893,5,0.6515,2021/02/25 11:17:00+00,160,2020/10/28 04:00:00+00,23803,394,767419,12446,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,250
45.564,5.038534,0.608066,0.173733,308,40.1345,4,0.5212,2021/02/25 11:17:00+00,103,2020/10/29 04:00:00+00,24134,398,767419,12548,2020/10/25 04:00:00+00,2020/10/31 04:00:00+00,202044,251
51.123766,-0.347467,0.651533,-0.173733,297,38.7012,0,0,2021/02/25 11:17:00+00,145,2020/12/20 05:00:00+00,48228,612,767419,26030,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,252
32.576733,-18.547033,0.086866,-0.564667,137,17.852,0,0,2021/02/25 11:17:00+00,155,2020/12/21 05:00:00+00,48689,612,767419,26184,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,253
54.1208,21.544067,0.217166,0.1303,812,105.8092,5,0.6515,2021/02/25 11:17:00+00,312,2020/12/22 05:00:00+00,49153,617,767419,26489,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,254
57.4219,3.3011,0.434333,0.217167,373,48.6045,5,0.6515,2021/02/25 11:17:00+00,291,2020/12/23 05:00:00+00,49514,622,767419,26778,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,255
69.019233,11.597333,0.694933,0.2606,404,52.644,6,0.7818,2021/02/25 11:17:00+00,279,2020/12/24 05:00:00+00,49900,628,767419,27057,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,256
51.471233,-17.548,0.608066,-0.086867,408,53.1652,3,0.3909,2021/02/25 11:17:00+00,256,2020/12/25 05:00:00+00,50283,630,767419,27309,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,257
43.175033,-8.2962,0.3909,-0.217166,182,23.7159,0,0,2021/02/25 11:17:00+00,116,2020/12/26 05:00:00+00,50460,630,767419,27426,2020/12/20 05:00:00+00,2020/12/26 05:00:00+00,202052,258
35.486933,-7.6881,0.1303,-0.2606,227,29.5797,0,0,2021/02/25 11:17:00+00,128,2020/12/27 05:00:00+00,50679,630,767419,27552,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,259
24.280533,-11.2064,0.217166,0.086866,150,19.546,5,0.6515,2021/02/25 11:17:00+00,112,2020/12/28 05:00:00+00,50823,635,767419,27663,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,260
34.096966,9.816433,0.3909,0.173734,408,53.1652,4,0.5212,2021/02/25 11:17:00+00,230,2020/12/29 05:00:00+00,51221,639,767419,27888,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,261
43.435633,9.338667,0.825266,0.434366,442,57.5957,10,1.3031,2021/02/25 11:17:00+00,247,2020/12/30 05:00:00+00,51652,649,767419,28129,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,262
64.024133,20.5885,0.999033,0.173767,624,81.3115,9,1.1728,2021/02/25 11:17:00+00,195,2020/12/31 05:00:00+00,52277,658,767419,28319,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,263
73.1022,9.078067,0.8253,-0.173733,617,80.3994,0,0,2021/02/25 11:17:00+00,210,2021/01/01 05:00:00+00,52883,657,767419,28530,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,264
70.539466,-2.562734,0.390933,-0.434367,383,49.9075,0,0,2021/02/25 11:17:00+00,106,2021/01/02 05:00:00+00,53247,657,767419,28630,2020/12/27 05:00:00+00,2021/01/02 05:00:00+00,202101,265
60.9402,-9.599266,0,-0.390933,403,52.5137,0,0,2021/02/25 11:17:00+00,64,2021/01/03 05:00:00+00,53647,657,767419,28693,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,266
54.468266,-6.471934,0.564666,0.564666,468,60.9836,13,1.694,2021/02/25 11:17:00+00,95,2021/01/04 05:00:00+00,54121,670,767419,28783,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,267
56.466333,1.998067,0.9556,0.390934,429,55.9017,9,1.1728,2021/02/25 11:17:00+00,157,2021/01/05 05:00:00+00,54541,679,767419,28927,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,268
65.5878,9.121467,1.4334,0.4778,613,79.8781,11,1.4334,2021/02/25 11:17:00+00,211,2021/01/06 05:00:00+00,55135,690,767419,29137,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,269
82.1368,16.549,1.042466,-0.390934,849,110.6306,4,0.5212,2021/02/25 11:17:00+00,162,2021/01/07 05:00:00+00,55958,694,767419,29293,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,270
83.917633,1.780833,0.999033,-0.043433,470,61.2442,8,1.0425,2021/02/25 11:17:00+00,127,2021/01/08 05:00:00+00,56422,702,767419,29414,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,271
90.0855,6.167867,1.129333,0.1303,755,98.3817,14,1.8243,2021/02/25 11:17:00+00,190,2021/01/09 05:00:00+00,57201,715,767419,29603,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,272
77.098233,-12.987267,0.9556,-0.173733,550,71.6688,0,0,2021/02/25 11:17:00+00,106,2021/01/10 05:00:00+00,57745,715,767419,29711,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,273
80.051866,2.953633,0.825266,-0.130334,538,70.1051,5,0.6515,2021/02/25 11:17:00+00,46,2021/01/11 05:00:00+00,58281,719,767419,29757,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,274
65.4575,-14.594366,0.5212,-0.304066,419,54.5986,7,0.9121,2021/02/25 11:17:00+00,178,2021/01/12 05:00:00+00,58666,726,767419,29931,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,275
67.1515,1.694,0.6515,0.1303,589,76.7508,3,0.3909,2021/02/25 11:17:00+00,185,2021/01/13 05:00:00+00,59234,729,767419,30111,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,276
67.6293,0.4778,0.564633,-0.086867,549,71.5385,3,0.3909,2021/02/25 11:17:00+00,177,2021/01/14 05:00:00+00,59780,732,767419,30285,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,277
79.356933,11.727633,0.6081,0.043467,689,89.7815,8,1.0425,2021/02/25 11:17:00+00,151,2021/01/15 05:00:00+00,60457,740,767419,30432,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,278
81.1378,1.780867,0.7384,0.1303,630,82.0934,6,0.7818,2021/02/25 11:17:00+00,161,2021/01/16 05:00:00+00,61065,745,767419,30587,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,279
73.058766,-8.079034,0.651533,-0.086867,363,47.3014,1,0.1303,2021/02/25 11:17:00+00,41,2021/01/17 05:00:00+00,61424,746,767419,30628,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,280
58.551266,-14.5075,0.304033,-0.3475,355,46.259,0,0,2021/02/25 11:17:00+00,48,2021/01/18 05:00:00+00,61778,746,767419,30676,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,281
45.911466,-12.6398,0.086866,-0.217167,339,44.174,1,0.1303,2021/02/25 11:17:00+00,181,2021/01/19 05:00:00+00,62115,747,767419,30855,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,282
49.560066,3.6486,0.2606,0.173734,447,58.2472,5,0.6515,2021/02/25 11:17:00+00,233,2021/01/20 05:00:00+00,62534,752,767419,31087,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,283
