OBJECTID,ZIPCODE,COLLECTION_WEEK_BEGINNING,census_2019_population,CONFIRMED_PER_WEEK_BEGINNING,ratePer100K,aveDaily_RatePer100K,Gating_criterion,total_CONFIRMED_PER_WEEK_BEGINN,total_ratePer100K,LOADED,SHAPE_Length,SHAPE_Area
98379,40047,2020/04/26 12:00:00+00,20515,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98380,40047,2020/05/03 12:00:00+00,20515,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98381,40047,2020/05/10 12:00:00+00,20515,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98382,40047,2020/05/17 12:00:00+00,20515,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98383,40047,2020/05/24 12:00:00+00,20515,1,4.87,0.7,1,1,4.87,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98384,40047,2020/05/31 12:00:00+00,20515,1,4.87,0.7,1,2,9.75,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98385,40047,2020/06/07 12:00:00+00,20515,0,0,0,1,2,9.75,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98386,40047,2020/06/14 12:00:00+00,20515,0,0,0,1,2,9.75,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98387,40047,2020/06/21 12:00:00+00,20515,1,4.87,0.7,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98388,40047,2020/06/28 12:00:00+00,20515,0,0,0,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98389,40047,2020/07/05 12:00:00+00,20515,0,0,0,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98390,40047,2020/07/12 12:00:00+00,20515,0,0,0,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98391,40047,2020/07/19 12:00:00+00,20515,0,0,0,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98392,40047,2020/07/26 12:00:00+00,20515,0,0,0,1,3,14.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98393,40047,2020/08/02 12:00:00+00,20515,2,9.75,1.39,2,5,24.37,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98394,40047,2020/08/09 12:00:00+00,20515,0,0,0,1,5,24.37,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98395,40047,2020/08/16 12:00:00+00,20515,0,0,0,1,5,24.37,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98396,40047,2020/08/23 12:00:00+00,20515,0,0,0,1,5,24.37,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98397,40047,2020/08/30 12:00:00+00,20515,0,0,0,1,5,24.37,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98398,40047,2020/09/06 12:00:00+00,20515,1,4.87,0.7,1,6,29.25,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98399,40047,2020/09/13 12:00:00+00,20515,0,0,0,1,6,29.25,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98400,40047,2020/09/20 12:00:00+00,20515,1,4.87,0.7,1,7,34.12,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98401,40047,2020/09/27 12:00:00+00,20515,1,4.87,0.7,1,8,39,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98402,40047,2020/10/04 12:00:00+00,20515,0,0,0,1,8,39,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98403,40047,2020/10/11 12:00:00+00,20515,1,4.87,0.7,1,9,43.87,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98404,40047,2020/10/18 12:00:00+00,20515,0,0,0,1,9,43.87,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98405,40047,2020/10/25 12:00:00+00,20515,2,9.75,1.39,2,11,53.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98406,40047,2020/11/01 12:00:00+00,20515,1,4.87,0.7,1,12,58.49,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98407,40047,2020/11/08 12:00:00+00,20515,2,9.75,1.39,2,14,68.24,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98408,40047,2020/11/15 12:00:00+00,20515,0,0,0,1,14,68.24,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98409,40047,2020/11/22 12:00:00+00,20515,0,0,0,1,14,68.24,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98410,40047,2020/11/29 12:00:00+00,20515,3,14.62,2.09,2,17,82.87,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98411,40047,2020/12/06 12:00:00+00,20515,1,4.87,0.7,1,18,87.74,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98412,40047,2020/12/13 12:00:00+00,20515,0,0,0,1,18,87.74,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98413,40047,2020/12/20 12:00:00+00,20515,1,4.87,0.7,1,19,92.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98414,40047,2020/12/27 12:00:00+00,20515,0,0,0,1,19,92.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98415,40047,2021/01/03 12:00:00+00,20515,0,0,0,1,19,92.62,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98416,40047,2021/01/10 12:00:00+00,20515,2,9.75,1.39,2,21,102.36,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98417,40047,2021/01/17 12:00:00+00,20515,2,9.75,1.39,2,23,112.11,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98418,40047,2021/01/24 12:00:00+00,20515,0,0,0,1,23,112.11,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98419,40047,2021/01/31 12:00:00+00,20515,1,4.87,0.7,1,24,116.99,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98420,40047,2021/02/07 12:00:00+00,20515,0,0,0,1,24,116.99,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98421,40047,2021/02/14 12:00:00+00,20515,0,0,0,1,24,116.99,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98422,40047,2021/02/21 12:00:00+00,20515,0,0,0,1,24,116.99,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98423,40047,2021/02/28 12:00:00+00,20515,1,4.87,0.7,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98424,40047,2021/03/07 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98425,40047,2021/03/14 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98426,40047,2021/03/21 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98427,40047,2021/03/28 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98428,40047,2021/04/04 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98429,40047,2021/04/11 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98430,40047,2021/04/18 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98431,40047,2021/04/25 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98432,40047,2021/05/02 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98433,40047,2021/05/09 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98434,40047,2021/05/16 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98435,40047,2021/05/23 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98436,40047,2021/05/30 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98437,40047,2021/06/06 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98438,40047,2021/06/13 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98439,40047,2021/06/20 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98440,40047,2021/06/27 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98441,40047,2021/07/04 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98442,40047,2021/07/11 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98443,40047,2021/07/18 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98444,40047,2021/07/25 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98445,40047,2021/08/01 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98446,40047,2021/08/08 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98447,40047,2021/08/15 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98448,40047,2021/08/22 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98449,40047,2021/08/29 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98450,40047,2021/09/05 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98451,40047,2021/09/12 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98452,40047,2021/09/19 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98453,40047,2021/09/26 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98454,40047,2021/10/03 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98455,40047,2021/10/10 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98456,40047,2021/10/17 12:00:00+00,20515,0,0,0,1,25,121.86,2021/10/24 06:12:57+00,0.107460834186803,0.000180950542875906
98457,40215,2020/04/26 12:00:00+00,20754,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98458,40215,2020/05/03 12:00:00+00,20754,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98459,40215,2020/05/10 12:00:00+00,20754,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98460,40215,2020/05/17 12:00:00+00,20754,1,4.82,0.69,1,1,4.82,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98461,40215,2020/05/24 12:00:00+00,20754,5,24.09,3.44,2,6,28.91,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98462,40215,2020/05/31 12:00:00+00,20754,119,573.38,81.91,4,125,602.29,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98463,40215,2020/06/07 12:00:00+00,20754,5,24.09,3.44,2,130,626.39,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98464,40215,2020/06/14 12:00:00+00,20754,5,24.09,3.44,2,135,650.48,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98465,40215,2020/06/21 12:00:00+00,20754,10,48.18,6.88,2,145,698.66,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98466,40215,2020/06/28 12:00:00+00,20754,7,33.73,4.82,2,152,732.39,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98467,40215,2020/07/05 12:00:00+00,20754,8,38.55,5.51,2,160,770.94,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98468,40215,2020/07/12 12:00:00+00,20754,20,96.37,13.77,3,180,867.3,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98469,40215,2020/07/19 12:00:00+00,20754,17,81.91,11.7,3,197,949.21,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98470,40215,2020/07/26 12:00:00+00,20754,14,67.46,9.64,2,211,1016.67,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98471,40215,2020/08/02 12:00:00+00,20754,26,125.28,17.9,3,237,1141.95,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98472,40215,2020/08/09 12:00:00+00,20754,47,226.46,32.35,4,284,1368.41,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98473,40215,2020/08/16 12:00:00+00,20754,47,226.46,32.35,4,331,1594.87,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98474,40215,2020/08/23 12:00:00+00,20754,12,57.82,8.26,2,343,1652.69,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98475,40215,2020/08/30 12:00:00+00,20754,39,187.92,26.85,4,382,1840.61,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98476,40215,2020/09/06 12:00:00+00,20754,15,72.28,10.33,3,397,1912.88,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98477,40215,2020/09/13 12:00:00+00,20754,19,91.55,13.08,3,416,2004.43,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98478,40215,2020/09/20 12:00:00+00,20754,30,144.55,20.65,3,446,2148.98,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98479,40215,2020/09/27 12:00:00+00,20754,21,101.19,14.46,3,467,2250.17,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98480,40215,2020/10/04 12:00:00+00,20754,24,115.64,16.52,3,491,2365.81,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98481,40215,2020/10/11 12:00:00+00,20754,29,139.73,19.96,3,520,2505.54,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98482,40215,2020/10/18 12:00:00+00,20754,35,168.64,24.09,3,555,2674.18,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98483,40215,2020/10/25 12:00:00+00,20754,43,207.19,29.6,4,598,2881.37,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98484,40215,2020/11/01 12:00:00+00,20754,42,202.37,28.91,4,640,3083.74,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98485,40215,2020/11/08 12:00:00+00,20754,65,313.19,44.74,4,705,3396.94,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98486,40215,2020/11/15 12:00:00+00,20754,86,414.38,59.2,4,791,3811.31,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98487,40215,2020/11/22 12:00:00+00,20754,72,346.92,49.56,4,863,4158.23,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98488,40215,2020/11/29 12:00:00+00,20754,65,313.19,44.74,4,928,4471.43,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98489,40215,2020/12/06 12:00:00+00,20754,69,332.47,47.5,4,997,4803.89,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98490,40215,2020/12/13 12:00:00+00,20754,49,236.1,33.73,4,1046,5039.99,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98491,40215,2020/12/20 12:00:00+00,20754,50,240.92,34.42,4,1096,5280.91,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98492,40215,2020/12/27 12:00:00+00,20754,45,216.83,30.98,4,1141,5497.74,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98493,40215,2021/01/03 12:00:00+00,20754,63,303.56,43.37,4,1204,5801.29,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98494,40215,2021/01/10 12:00:00+00,20754,49,236.1,33.73,4,1253,6037.39,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98495,40215,2021/01/17 12:00:00+00,20754,41,197.55,28.22,4,1294,6234.94,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98496,40215,2021/01/24 12:00:00+00,20754,46,221.64,31.66,4,1340,6456.59,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98497,40215,2021/01/31 12:00:00+00,20754,56,269.83,38.55,4,1396,6726.41,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98498,40215,2021/02/07 12:00:00+00,20754,41,197.55,28.22,4,1437,6923.97,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98499,40215,2021/02/14 12:00:00+00,20754,32,154.19,22.03,3,1469,7078.15,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98500,40215,2021/02/21 12:00:00+00,20754,18,86.73,12.39,3,1487,7164.88,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98501,40215,2021/02/28 12:00:00+00,20754,43,207.19,29.6,4,1530,7372.07,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98502,40215,2021/03/07 12:00:00+00,20754,24,115.64,16.52,3,1554,7487.71,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98503,40215,2021/03/14 12:00:00+00,20754,23,110.82,15.83,3,1577,7598.54,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98504,40215,2021/03/21 12:00:00+00,20754,19,91.55,13.08,3,1596,7690.08,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98505,40215,2021/03/28 12:00:00+00,20754,22,106,15.14,3,1618,7796.09,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98506,40215,2021/04/04 12:00:00+00,20754,18,86.73,12.39,3,1636,7882.82,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98507,40215,2021/04/11 12:00:00+00,20754,21,101.19,14.46,3,1657,7984,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98508,40215,2021/04/18 12:00:00+00,20754,24,115.64,16.52,3,1681,8099.64,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98509,40215,2021/04/25 12:00:00+00,20754,26,125.28,17.9,3,1707,8224.92,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98510,40215,2021/05/02 12:00:00+00,20754,27,130.1,18.59,3,1734,8355.02,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98511,40215,2021/05/09 12:00:00+00,20754,32,154.19,22.03,3,1766,8509.2,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98512,40215,2021/05/16 12:00:00+00,20754,31,149.37,21.34,3,1797,8658.57,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98513,40215,2021/05/23 12:00:00+00,20754,17,81.91,11.7,3,1814,8740.48,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98514,40215,2021/05/30 12:00:00+00,20754,14,67.46,9.64,2,1828,8807.94,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98515,40215,2021/06/06 12:00:00+00,20754,9,43.37,6.2,2,1837,8851.31,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98516,40215,2021/06/13 12:00:00+00,20754,3,14.46,2.07,2,1840,8865.76,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98517,40215,2021/06/20 12:00:00+00,20754,5,24.09,3.44,2,1845,8889.85,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98518,40215,2021/06/27 12:00:00+00,20754,8,38.55,5.51,2,1853,8928.4,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98519,40215,2021/07/04 12:00:00+00,20754,6,28.91,4.13,2,1859,8957.31,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98520,40215,2021/07/11 12:00:00+00,20754,8,38.55,5.51,2,1867,8995.86,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98521,40215,2021/07/18 12:00:00+00,20754,17,81.91,11.7,3,1884,9077.77,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98522,40215,2021/07/25 12:00:00+00,20754,28,134.91,19.27,3,1912,9212.68,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98523,40215,2021/08/01 12:00:00+00,20754,45,216.83,30.98,4,1957,9429.51,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98524,40215,2021/08/08 12:00:00+00,20754,75,361.38,51.63,4,2032,9790.88,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98525,40215,2021/08/15 12:00:00+00,20754,95,457.74,65.39,4,2127,10248.63,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98526,40215,2021/08/22 12:00:00+00,20754,128,616.75,88.11,4,2255,10865.38,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98527,40215,2021/08/29 12:00:00+00,20754,110,530.02,75.72,4,2365,11395.39,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98528,40215,2021/09/05 12:00:00+00,20754,79,380.65,54.38,4,2444,11776.04,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98529,40215,2021/09/12 12:00:00+00,20754,122,587.84,83.98,4,2566,12363.88,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98530,40215,2021/09/19 12:00:00+00,20754,94,452.92,64.7,4,2660,12816.81,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98531,40215,2021/09/26 12:00:00+00,20754,93,448.11,64.02,4,2753,13264.91,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98532,40215,2021/10/03 12:00:00+00,20754,73,351.74,50.25,4,2826,13616.65,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98533,40215,2021/10/10 12:00:00+00,20754,52,250.55,35.79,4,2878,13867.21,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98534,40215,2021/10/17 12:00:00+00,20754,57,274.65,39.24,4,2935,14141.85,2021/10/24 06:12:57+00,0.203908342946351,0.000867471345001478
98535,40220,2020/04/26 12:00:00+00,34025,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98536,40220,2020/05/03 12:00:00+00,34025,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98537,40220,2020/05/10 12:00:00+00,34025,0,0,0,1,0,0,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98538,40220,2020/05/17 12:00:00+00,34025,1,2.94,0.42,1,1,2.94,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98539,40220,2020/05/24 12:00:00+00,34025,3,8.82,1.26,2,4,11.76,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98540,40220,2020/05/31 12:00:00+00,34025,166,487.88,69.7,4,170,499.63,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98541,40220,2020/06/07 12:00:00+00,34025,14,41.15,5.88,2,184,540.78,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98542,40220,2020/06/14 12:00:00+00,34025,11,32.33,4.62,2,195,573.11,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98543,40220,2020/06/21 12:00:00+00,34025,12,35.27,5.04,2,207,608.38,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98544,40220,2020/06/28 12:00:00+00,34025,34,99.93,14.28,3,241,708.3,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98545,40220,2020/07/05 12:00:00+00,34025,56,164.58,23.51,3,297,872.89,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98546,40220,2020/07/12 12:00:00+00,34025,48,141.07,20.15,3,345,1013.96,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98547,40220,2020/07/19 12:00:00+00,34025,65,191.04,27.29,4,410,1205,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98548,40220,2020/07/26 12:00:00+00,34025,43,126.38,18.05,3,453,1331.37,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98549,40220,2020/08/02 12:00:00+00,34025,43,126.38,18.05,3,496,1457.75,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98550,40220,2020/08/09 12:00:00+00,34025,38,111.68,15.95,3,534,1569.43,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98551,40220,2020/08/16 12:00:00+00,34025,44,129.32,18.47,3,578,1698.75,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98552,40220,2020/08/23 12:00:00+00,34025,35,102.87,14.7,3,613,1801.62,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98553,40220,2020/08/30 12:00:00+00,34025,38,111.68,15.95,3,651,1913.3,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98554,40220,2020/09/06 12:00:00+00,34025,27,79.35,11.34,3,678,1992.65,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98555,40220,2020/09/13 12:00:00+00,34025,37,108.74,15.53,3,715,2101.4,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98556,40220,2020/09/20 12:00:00+00,34025,46,135.19,19.31,3,761,2236.59,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98557,40220,2020/09/27 12:00:00+00,34025,59,173.4,24.77,3,820,2409.99,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98558,40220,2020/10/04 12:00:00+00,34025,59,173.4,24.77,3,879,2583.39,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98559,40220,2020/10/11 12:00:00+00,34025,59,173.4,24.77,3,938,2756.8,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98560,40220,2020/10/18 12:00:00+00,34025,81,238.06,34.01,4,1019,2994.86,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98561,40220,2020/10/25 12:00:00+00,34025,117,343.86,49.12,4,1136,3338.72,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98562,40220,2020/11/01 12:00:00+00,34025,96,282.15,40.31,4,1232,3620.87,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98563,40220,2020/11/08 12:00:00+00,34025,103,302.72,43.25,4,1335,3923.59,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98564,40220,2020/11/15 12:00:00+00,34025,110,323.29,46.18,4,1445,4246.88,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98565,40220,2020/11/22 12:00:00+00,34025,133,390.89,55.84,4,1578,4637.77,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98566,40220,2020/11/29 12:00:00+00,34025,151,443.79,63.4,4,1729,5081.56,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
98567,40220,2020/12/06 12:00:00+00,34025,137,402.65,57.52,4,1866,5484.2,2021/10/24 06:12:57+00,0.273103766300622,0.00205549836870254
